Ajatempel (UTC);Kuupäev (Eesti aeg);Tarbimine;Tootmine;Planeeritud tarbimine;Planeeritud tootmine;NPS Eesti;NPS Soome;NPS Leedu;NPS Läti
1514844000;02.01.2018 00:00;791.7961;1047.7155;790.1;1041;24.88;24.88;24.88;24.88
1514847600;02.01.2018 01:00;746.327;918.8652;796.1;1116.7;25.28;25.28;25.28;25.28
1514851200;02.01.2018 02:00;733.4584;1118.1105;774.9;1134.4;23.16;23.16;23.16;23.16
1514854800;02.01.2018 03:00;716.9297;1054.9055;774.9;1173.7;24.78;24.78;24.78;24.78
1514858400;02.01.2018 04:00;719.4931;1088.4474;791;1201;25.03;25.03;25.03;25.03
1514862000;02.01.2018 05:00;733.7563;1202.942;832.7;1224.2;25.73;25.73;25.73;25.73
1514865600;02.01.2018 06:00;801.1725;1215.3361;922.9;1433;26.84;26.84;26.84;26.84
1514869200;02.01.2018 07:00;920.9444;1500.2162;1051.3;1566.4;27.8;27.8;27.8;27.8
1514872800;02.01.2018 08:00;1035.0292;1457.1984;1143.4;1611;30.5;30.5;30.5;30.5
1514876400;02.01.2018 09:00;1122.0975;1489.5083;1177.4;1654.8;31.93;31.93;31.93;31.93
1514880000;02.01.2018 10:00;1149.087;1518.2081;1194.4;1653.7;33.53;33.53;33.53;33.53
1514883600;02.01.2018 11:00;1164.2748;1535.7347;1198.4;1650.7;35.04;35.04;35.04;35.04
1514887200;02.01.2018 12:00;1157.0818;1561.0083;1198.6;1648.2;35.22;35.22;35.22;35.22
1514890800;02.01.2018 13:00;1167.9901;1548.1261;1209.1;1644.7;34.56;34.56;34.56;34.56
1514894400;02.01.2018 14:00;1168.4301;1364.3884;1208.4;1599.9;34.1;34.1;34.1;34.1
1514898000;02.01.2018 15:00;1165.5433;1441.4843;1234.7;1646.3;35.98;35.98;35.98;35.98
1514901600;02.01.2018 16:00;1210.9971;1446.7999;1264.4;1646.9;38.05;38.05;38.05;38.05
1514905200;02.01.2018 17:00;1211.4532;1452.9038;1261.6;1651.3;41.67;41.67;41.67;41.67
1514908800;02.01.2018 18:00;1196.3331;1433.8976;1237.2;1651.8;42.39;42.39;42.39;42.39
1514912400;02.01.2018 19:00;1157.3018;1407.8398;1209.5;1650;37.79;37.79;37.79;37.79
1514916000;02.01.2018 20:00;1113.3461;1436.9756;1165.8;1646.6;33.7;33.7;34.08;34.08
1514919600;02.01.2018 21:00;1065.2584;1443.3553;1105.3;1538.6;30.88;30.88;30.88;30.88
1514923200;02.01.2018 22:00;1022.6118;1486.3296;1030.9;1584.5;28.85;28.85;28.85;28.85
1514926800;02.01.2018 23:00;950.8262;1524.4283;961.2;1630;27.99;27.99;27.99;27.99
1514930400;03.01.2018 00:00;882.0568;1517.8207;894.6;1498.3;27.6;27.6;27.6;27.6
1514934000;03.01.2018 01:00;832.1147;1499.5245;852.8;1344.4;27.12;27.12;27.12;27.12
1514937600;03.01.2018 02:00;803.1829;1300.8419;828.2;1291.9;26.61;26.61;26.61;26.61
1514941200;03.01.2018 03:00;781.1724;1285.3053;824.7;1198.7;26.26;26.26;26.26;26.26
1514944800;03.01.2018 04:00;771.5261;1138.1831;844.2;1145.2;26.23;26.23;26.23;26.23
1514948400;03.01.2018 05:00;787.0862;1183.9152;889.8;1229.5;26.42;26.42;26.42;26.42
1514952000;03.01.2018 06:00;841.7031;1245.3669;975.5;1244;27.47;27.47;27.47;27.47
1514955600;03.01.2018 07:00;972.6196;1327.6826;1123.1;1374.6;28.31;28.31;28.31;28.31
1514959200;03.01.2018 08:00;1087.1481;1390.16;1233.3;1382.9;28.95;28.95;28.95;28.95
1514962800;03.01.2018 09:00;1190.6123;1380.2197;1261.7;1355.1;29.2;29.2;29.2;29.2
1514966400;03.01.2018 10:00;1191.5388;1322.4354;1270.3;1315.5;29.28;29.28;29.28;29.28
1514970000;03.01.2018 11:00;1211.9865;1336.5914;1269.8;1329.6;29.42;29.42;29.42;29.42
1514973600;03.01.2018 12:00;1200.4059;1323.4083;1258;1318.3;29.25;29.25;29.25;29.25
1514977200;03.01.2018 13:00;1217.021;1310.0273;1273.1;1320.2;29.23;29.23;29.23;29.23
1514980800;03.01.2018 14:00;1229.8881;1334.8583;1271.9;1332.6;29.49;29.49;29.49;29.49
1514984400;03.01.2018 15:00;1225.7487;1352.8363;1285.6;1342.7;29.86;29.86;29.86;29.86
1514988000;03.01.2018 16:00;1256.3918;1362.5844;1319.9;1366.7;30.51;30.51;30.51;30.51
1514991600;03.01.2018 17:00;1256.0419;1382.0244;1325.1;1420.3;31.33;31.33;31.33;31.33
1514995200;03.01.2018 18:00;1255.0348;1428.4711;1294.7;1426;31.59;31.59;31.59;31.59
1514998800;03.01.2018 19:00;1198.3329;1395.8478;1256.5;1417.1;30.78;30.78;30.78;30.78
1515002400;03.01.2018 20:00;1174.7253;1418.8319;1219.3;1433.8;30.15;30.15;30.15;30.15
1515006000;03.01.2018 21:00;1130.2677;1440.9315;1152.3;1429.4;29.37;29.37;29.37;29.37
1515009600;03.01.2018 22:00;1070.8893;1371.0978;1072.5;1406.3;28.93;28.93;28.93;28.93
1515013200;03.01.2018 23:00;962.6653;1385.0747;993.3;1389.1;28.13;28.13;28.13;28.13
1515016800;04.01.2018 00:00;904.5559;1414.7711;921.7;1246.6;27.31;27.31;27.31;27.31
1515020400;04.01.2018 01:00;855.0877;1118.4708;871.8;1183;27.05;27.05;27.05;27.05
1515024000;04.01.2018 02:00;834.3618;1248.9607;847.8;1184.6;26.78;26.78;26.78;26.78
1515027600;04.01.2018 03:00;806.5322;1225.1188;837.4;1186.5;26.47;26.47;26.47;26.47
1515031200;04.01.2018 04:00;806.2344;1185.1436;846.9;1186.5;26.49;26.49;26.49;26.49
1515034800;04.01.2018 05:00;823.0488;1184.9241;890.6;1189.9;26.6;26.6;26.6;26.6
1515038400;04.01.2018 06:00;870.8372;1188.5216;992.7;1192.5;27.01;27.01;27.01;27.01
1515042000;04.01.2018 07:00;1003.0993;1255.0789;1134.5;1371.4;28.04;28.04;28.04;28.04
1515045600;04.01.2018 08:00;1127.1647;1387.7174;1247.8;1429.3;30.43;30.43;30.43;30.43
1515049200;04.01.2018 09:00;1228.1259;1386.3444;1268.1;1434.5;32.83;32.83;36.3;36.3
1515052800;04.01.2018 10:00;1237.9955;1459.0912;1262.8;1440.1;34.97;34.97;34.97;34.97
1515056400;04.01.2018 11:00;1243.0597;1394.3698;1261.1;1440.8;37.55;37.55;37.55;37.55
1515060000;04.01.2018 12:00;1236.2255;1481.2828;1244.8;1444.4;36.02;36.02;36.02;36.02
1515063600;04.01.2018 13:00;1244.938;1480.535;1262.4;1444.6;35.53;35.53;35.53;35.53
1515067200;04.01.2018 14:00;1244.5338;1456.4238;1258.7;1445.1;35.3;35.3;35.3;35.3
1515070800;04.01.2018 15:00;1244.679;1474.9532;1275.8;1501.4;35.83;35.83;35.83;35.83
1515074400;04.01.2018 16:00;1287.7155;1498.4204;1303.9;1511;37.83;37.83;37.83;37.83
1515078000;04.01.2018 17:00;1262.0929;1504.4635;1293.5;1460.1;39.03;39.03;39.03;39.03
1515081600;04.01.2018 18:00;1251.8628;1424.4017;1269.1;1467.3;37.91;37.91;37.91;37.91
1515085200;04.01.2018 19:00;1215.0245;1481.8241;1246.5;1539.1;35.03;35.03;35.03;35.03
1515088800;04.01.2018 20:00;1168.1147;1457.2128;1202.5;1544;31.87;31.87;31.87;31.87
1515092400;04.01.2018 21:00;1129.1808;1480.4565;1140.9;1546.6;30.78;30.78;30.78;30.78
1515096000;04.01.2018 22:00;1066.0219;1481.0283;1068.2;1476;30.27;30.27;30.27;30.27
1515099600;04.01.2018 23:00;965.8531;1447.2196;986.8;1479.7;29.63;29.63;29.63;29.63
1515103200;05.01.2018 00:00;910.737;1545.1088;919;1435.5;28.05;28.05;28.05;28.05
1515106800;05.01.2018 01:00;853.0757;1352.2938;841.6;1241.3;27.38;27.38;27.38;27.38
1515110400;05.01.2018 02:00;826.9216;1175.1334;819.4;1243.8;26.93;26.93;26.93;26.93
1515114000;05.01.2018 03:00;805.3104;1234.6653;848.2;1244.1;26.5;26.5;26.5;26.5
1515117600;05.01.2018 04:00;804.0648;1194.6665;860.6;1240;26.5;26.5;26.5;26.5
1515121200;05.01.2018 05:00;806.7249;1164.3169;901.5;1235.7;26.88;26.88;26.88;26.88
1515124800;05.01.2018 06:00;855.0991;1145.0693;1004.1;1319.6;27.66;27.66;27.66;27.66
1515128400;05.01.2018 07:00;987.5765;1390.8514;1139.9;1524.6;28.65;28.65;28.65;28.65
1515132000;05.01.2018 08:00;1116.6835;1478.0131;1249.8;1580.6;30.44;30.44;30.44;30.44
1515135600;05.01.2018 09:00;1223.0101;1480.7164;1289;1575.2;32.53;32.53;32.96;32.96
1515139200;05.01.2018 10:00;1227.4364;1476.8531;1292.3;1569.8;33.52;33.52;35.43;35.43
1515142800;05.01.2018 11:00;1229.5785;1432.0753;1289.3;1570.4;33.31;33.31;37.59;37.59
1515146400;05.01.2018 12:00;1215.6195;1457.8524;1270.1;1569.8;32.98;32.98;37.55;37.55
1515150000;05.01.2018 13:00;1223.6407;1414.4894;1281.1;1567.2;32.88;32.88;37.55;37.55
1515153600;05.01.2018 14:00;1210.8251;1500.6178;1275.7;1559;32.84;32.84;37.52;37.52
1515157200;05.01.2018 15:00;1216.6655;1478.381;1291.8;1548.9;32.87;32.87;32.94;32.94
1515160800;05.01.2018 16:00;1238.9034;1442.2324;1310.4;1539.6;33.5;33.5;37.51;37.51
1515164400;05.01.2018 17:00;1248.9742;1468.5602;1301.1;1533.9;35.1;35.1;37.6;37.6
1515168000;05.01.2018 18:00;1240.4327;1474.0582;1276.8;1530.3;37.3;37.3;37.56;37.56
1515171600;05.01.2018 19:00;1192.8087;1444.7357;1242.1;1523.5;34;34;34;34
1515175200;05.01.2018 20:00;1146.6433;1380.6807;1199.1;1420.8;32.25;32.25;32.25;32.25
1515178800;05.01.2018 21:00;1109.2813;1288.1173;1141.4;1406.3;31.51;31.51;31.51;31.51
1515182400;05.01.2018 22:00;1056.5931;1261.3594;1072;1392;31.25;31.25;31.25;31.25
1515186000;05.01.2018 23:00;970.3271;1325.684;990.7;1372.5;30.44;30.44;30.44;30.44
1515189600;06.01.2018 00:00;896.9065;1303.8265;933.3;1358.1;29.64;29.64;29.64;29.64
1515193200;06.01.2018 01:00;846.0807;1256.9728;816.4;1092;29.45;29.45;29.45;29.45
1515196800;06.01.2018 02:00;826.6823;1081.5065;792.1;1090.3;28.55;28.55;28.55;28.55
1515200400;06.01.2018 03:00;800.0413;1079.2094;814.3;1089.3;28.18;28.18;28.18;28.18
1515204000;06.01.2018 04:00;791.2498;1074.264;815.4;1089.5;28;28;28;28
1515207600;06.01.2018 05:00;792.9031;1072.0177;838.7;1092.5;28.15;28.15;28.15;28.15
1515211200;06.01.2018 06:00;801.2491;1004.022;885.6;1097;28.7;28.7;28.7;28.7
1515214800;06.01.2018 07:00;846.3509;1003.6118;947.7;1106.2;29.48;29.48;29.48;29.48
1515218400;06.01.2018 08:00;898.2962;1024.3451;1000.3;1119.2;30.35;30.35;30.35;30.35
1515222000;06.01.2018 09:00;956.055;967.1026;1050.9;1129.4;30.38;30.38;30.38;30.38
1515225600;06.01.2018 10:00;999.2815;978.2215;1086.5;1158.6;30.9;30.9;30.9;30.9
1515229200;06.01.2018 11:00;1040.9108;1082.0167;1098.7;1167.9;31.89;31.89;31.89;31.89
1515232800;06.01.2018 12:00;1060.562;1117.9512;1088.8;1174.2;32.86;32.86;32.86;32.86
1515236400;06.01.2018 13:00;1057.4113;1144.0627;1085.3;1179.8;32.17;32.17;32.17;32.17
1515240000;06.01.2018 14:00;1071.9498;1147.0316;1087.6;1182.8;31.79;31.79;31.79;31.79
1515243600;06.01.2018 15:00;1064.6831;1157.5487;1120;1184.4;31.77;31.77;31.77;31.77
1515247200;06.01.2018 16:00;1096.2743;1072.5614;1113.1;1165.4;33.05;33.05;33.05;33.05
1515250800;06.01.2018 17:00;1144.5419;1130.3043;1170.7;1169.1;36.47;36.47;39.54;39.54
1515254400;06.01.2018 18:00;1153.2848;1165.4182;1150.3;1158;36.53;36.53;41.39;41.39
1515258000;06.01.2018 19:00;1132.9248;1138.6454;1129;1198.8;34.45;34.45;34.45;34.45
1515261600;06.01.2018 20:00;1102.9066;1170.7385;1095.4;1179.8;31.93;31.93;31.93;31.93
1515265200;06.01.2018 21:00;1066.583;1174.2074;1050.5;1185.4;31.06;31.06;31.06;31.06
1515268800;06.01.2018 22:00;1017.1953;1163.9747;987.9;1177.8;30.72;30.72;30.72;30.72
1515272400;06.01.2018 23:00;942.4011;1141.959;933.1;1183.2;29.98;29.98;29.98;29.98
1515276000;07.01.2018 00:00;891.1472;1154.8057;871.9;1190.4;29.03;29.03;29.03;29.03
1515279600;07.01.2018 01:00;848.5219;1208.4779;808.1;1192;27.58;27.58;27.58;27.58
1515283200;07.01.2018 02:00;828.207;1194.4668;792.3;1119.9;25.9;25.9;25.9;25.9
1515286800;07.01.2018 03:00;815.5397;1114.1221;821.4;1119.6;25.89;25.89;25.89;25.89
1515290400;07.01.2018 04:00;810.21;1110.0414;810;1128.9;26.16;26.16;26.16;26.16
1515294000;07.01.2018 05:00;820.1116;1107.3279;831.9;1135.8;26.6;26.6;26.6;26.6
1515297600;07.01.2018 06:00;816.3428;1086.5267;868.2;1135.8;27.14;27.14;27.14;27.14
1515301200;07.01.2018 07:00;847.2999;1103.0659;910.8;1164;27.43;27.43;27.43;27.43
1515304800;07.01.2018 08:00;894.3712;1104.0984;967.8;1226.8;27.69;27.69;27.69;27.69
1515308400;07.01.2018 09:00;930.2549;1176.9818;1008.1;1231.1;27.93;27.93;27.93;27.93
1515312000;07.01.2018 10:00;992.5994;1136.0887;1052.2;1235.8;28.33;28.33;28.33;28.33
1515315600;07.01.2018 11:00;1026.4474;1146.4059;1074.3;1236.4;28.79;28.79;28.79;28.79
1515319200;07.01.2018 12:00;1026.1041;1164.5316;1079.6;1240.9;28.95;28.95;28.95;28.95
1515322800;07.01.2018 13:00;1027.5895;1152.8981;1072.9;1240.1;28.96;28.96;28.96;28.96
1515326400;07.01.2018 14:00;1029.4474;1168.1531;1076.6;1238.6;28.27;28.27;28.27;28.27
1515330000;07.01.2018 15:00;1032.2172;1126.4198;1098.8;1236.2;28.29;28.29;28.29;28.29
1515333600;07.01.2018 16:00;1057.8199;1127.8429;1162.2;1235.4;28.62;28.62;28.62;28.62
1515337200;07.01.2018 17:00;1145.5383;1157.2632;1181.6;1238.1;29.38;29.38;29.38;29.38
1515340800;07.01.2018 18:00;1158.5281;1187.2368;1170.2;1260.3;30.88;30.88;30.88;30.88
1515344400;07.01.2018 19:00;1142.8483;1258.8575;1150.8;1271.6;31.51;31.51;31.51;31.51
1515348000;07.01.2018 20:00;1123.3729;1206.6736;1114.5;1274.5;31.12;31.12;31.12;31.12
1515351600;07.01.2018 21:00;1109.9862;1220.7252;1059.4;1261.3;29.96;29.96;29.96;29.96
1515355200;07.01.2018 22:00;1041.8175;1234.3031;995.8;1249.9;28.94;28.94;28.94;28.94
1515358800;07.01.2018 23:00;960.6802;1233.3016;924.2;1256.5;28.9;28.9;28.9;28.9
1515362400;08.01.2018 00:00;892.7568;1255.6266;885.3;1274.1;27.57;27.57;27.57;27.57
1515366000;08.01.2018 01:00;853.3892;1241.2355;820.9;1220.2;25.03;25.03;25.03;25.03
1515369600;08.01.2018 02:00;831.5844;1176.701;803.9;1256;23.96;23.96;23.96;23.96
1515373200;08.01.2018 03:00;804.9604;1235.3619;838.3;1296.5;23.92;23.92;23.92;23.92
1515376800;08.01.2018 04:00;811.2134;1244.0375;848.9;1336.9;25.48;25.48;25.48;25.48
1515380400;08.01.2018 05:00;834.612;1297.2189;898.4;1414.8;26.12;26.12;26.12;26.12
1515384000;08.01.2018 06:00;903.3936;1490.6605;1016;1571.4;27.96;27.96;27.96;27.96
1515387600;08.01.2018 07:00;1082.2845;1562.6014;1164.4;1745.9;29.62;29.62;29.62;29.62
1515391200;08.01.2018 08:00;1204.2491;1777.5352;1270.5;1844.3;32.73;32.73;41.9;41.9
1515394800;08.01.2018 09:00;1288.8359;1798.8707;1303.3;1834.9;41.67;41.67;43.87;43.87
1515398400;08.01.2018 10:00;1290.6752;1803.2295;1298.9;1824.5;42.57;42.57;42.57;42.57
1515402000;08.01.2018 11:00;1286.0111;1788.3312;1292.2;1810.6;39.48;39.48;41.98;41.98
1515405600;08.01.2018 12:00;1261.6571;1703.624;1277.2;1801.6;35.87;35.87;41.54;41.54
1515409200;08.01.2018 13:00;1265.1447;1673.1515;1286.6;1799.2;33.09;33.09;41.87;41.87
1515412800;08.01.2018 14:00;1270.4069;1689.1323;1301.3;1781.7;32.91;32.91;41.87;41.87
1515416400;08.01.2018 15:00;1259.0852;1665.4156;1315.8;1769.2;34.35;34.35;39.93;39.93
1515420000;08.01.2018 16:00;1282.5144;1629.3525;1335.8;1753.3;38.01;38.01;40.97;40.97
1515423600;08.01.2018 17:00;1330.2845;1665.7657;1322.7;1733.6;39.69;39.69;39.69;39.69
1515427200;08.01.2018 18:00;1324.1971;1679.1273;1295.7;1716.8;40.26;40.26;40.26;40.26
1515430800;08.01.2018 19:00;1266.5222;1664.6805;1265.3;1705.5;32.95;32.95;37.08;37.08
1515434400;08.01.2018 20:00;1230.4288;1643.6558;1222.1;1701;31.16;31.16;31.16;31.16
1515438000;08.01.2018 21:00;1197.7878;1658.4698;1162.1;1705.4;29.68;29.68;29.68;29.68
1515441600;08.01.2018 22:00;1125.3783;1639.7588;1087.6;1709.9;28.92;28.92;28.92;28.92
1515445200;08.01.2018 23:00;1025.3427;1584.4945;992.6;1708.1;28.49;28.49;28.49;28.49
1515448800;09.01.2018 00:00;944.1416;1558.9525;892.8;1716.6;28.09;28.09;28.09;28.09
1515452400;09.01.2018 01:00;896.7554;1427.188;854.4;1283.7;27.17;27.17;27.17;27.17
1515456000;09.01.2018 02:00;865.0889;1199.5087;830.4;1239.5;25.29;25.29;25.29;25.29
1515459600;09.01.2018 03:00;850.5231;1132.2386;859.2;1241.6;25.3;25.3;25.3;25.3
1515463200;09.01.2018 04:00;844.7258;1231.1713;872.3;1283.5;26.58;26.58;26.58;26.58
1515466800;09.01.2018 05:00;868.2592;1279.3032;920.8;1279.8;27.26;27.26;27.26;27.26
1515470400;09.01.2018 06:00;921.8244;1263.076;1043.1;1533;28.25;28.25;28.25;28.25
1515474000;09.01.2018 07:00;1079.2565;1666.4985;1190.4;1688;28.99;28.99;28.99;28.99
1515477600;09.01.2018 08:00;1244.3849;1651.2135;1299.1;1727.6;39.05;39.05;39.05;39.05
1515481200;09.01.2018 09:00;1290.3712;1756.1449;1322.9;1806;39.07;39.07;39.07;39.07
1515484800;09.01.2018 10:00;1293.0782;1650.6007;1322.8;1706;39.44;39.44;39.44;39.44
1515488400;09.01.2018 11:00;1284.9166;1649.4999;1314.5;1700.6;39.48;39.48;39.48;39.48
1515492000;09.01.2018 12:00;1259.9362;1670.3984;1296.5;1694.7;40.59;40.59;40.59;40.59
1515495600;09.01.2018 13:00;1273.6823;1598.4843;1322.1;1687.7;39.87;39.87;39.87;39.87
1515499200;09.01.2018 14:00;1286.1442;1660.8251;1316.6;1684.3;40;40;40;40
1515502800;09.01.2018 15:00;1268.3187;1648.8242;1333.3;1681.3;39.63;39.63;39.63;39.63
1515506400;09.01.2018 16:00;1278.7065;1609.9677;1351.1;1679.5;40.7;40.7;40.7;40.7
1515510000;09.01.2018 17:00;1309.2401;1636.0674;1331.4;1673;42.17;42.17;42.17;42.17
1515513600;09.01.2018 18:00;1305.3517;1601.3041;1303.7;1667.5;42.21;42.21;42.21;42.21
1515517200;09.01.2018 19:00;1257.0892;1602.6544;1272.7;1663.6;42.09;42.09;42.09;42.09
1515520800;09.01.2018 20:00;1223.978;1599.7865;1240.8;1654.8;31.5;31.5;31.5;31.5
1515524400;09.01.2018 21:00;1189.3857;1573.2007;1159;1656.8;30.59;30.59;30.59;30.59
1515528000;09.01.2018 22:00;1105.84;1588.1147;1099.8;1645.9;30.15;30.15;30.15;30.15
1515531600;09.01.2018 23:00;1006.9478;1586.288;1013.2;1636.1;29.23;29.23;29.23;29.23
1515535200;10.01.2018 00:00;935.2247;1593.2891;954.6;1636;28.56;28.56;28.56;28.56
1515538800;10.01.2018 01:00;880.8464;1585.1289;932.9;1634.2;28.87;28.87;28.87;28.87
1515542400;10.01.2018 02:00;862.6016;1586.2524;908.6;1644.4;28.3;28.3;28.3;28.3
1515546000;10.01.2018 03:00;848.1646;1607.6395;907.3;1671.2;27.95;27.95;27.95;27.95
1515549600;10.01.2018 04:00;840.0703;1575.2393;919.7;1685.3;27.57;27.57;27.57;27.57
1515553200;10.01.2018 05:00;863.197;1628.1876;964.5;1689.4;28.04;28.04;28.04;28.04
1515556800;10.01.2018 06:00;903.6259;1615.7994;1085.8;1690.4;30.17;30.17;30.17;30.17
1515560400;10.01.2018 07:00;1088.7179;1574.0112;1215;1720.2;36.62;36.62;36.62;36.62
1515564000;10.01.2018 08:00;1238.0598;1568.6447;1336.5;1743.8;44.01;44.01;44.01;44.01
1515567600;10.01.2018 09:00;1308.8234;1572.9473;1347;1748.7;47.98;47.98;47.98;47.98
1515571200;10.01.2018 10:00;1302.6071;1560.6953;1347.9;1748;47.98;47.98;47.98;47.98
1515574800;10.01.2018 11:00;1312.5974;1573.3063;1353.3;1656.9;48.04;48.04;48.04;48.04
1515578400;10.01.2018 12:00;1279.4497;1579.4849;1325.7;1649.7;47.78;47.78;47.78;47.78
1515582000;10.01.2018 13:00;1292.6566;1592.4816;1345.6;1717.4;47.09;47.09;47.09;47.09
1515585600;10.01.2018 14:00;1297.1251;1588.7246;1336.6;1747;44.15;44.15;44.15;44.15
1515589200;10.01.2018 15:00;1293.1439;1615.652;1347.2;1746.9;46.02;46.02;46.02;46.02
1515592800;10.01.2018 16:00;1316.6329;1603.0776;1374.3;1665.7;48.03;48.03;48.03;48.03
1515596400;10.01.2018 17:00;1337.6963;1611.1298;1375.8;1668.6;48.9;48.9;48.9;48.9
1515600000;10.01.2018 18:00;1326.0826;1610.8068;1352.7;1662.5;51.9;51.9;51.9;51.9
1515603600;10.01.2018 19:00;1283.7716;1611.8954;1321.3;1687.5;52.69;52.69;52.69;52.69
1515607200;10.01.2018 20:00;1263.1141;1588.9526;1276.7;1688.1;44.94;44.94;44.94;44.94
1515610800;10.01.2018 21:00;1196.1406;1627.2809;1204.5;1685.4;39.72;39.72;39.72;39.72
1515614400;10.01.2018 22:00;1142.8279;1609.5356;1122.4;1692.4;35.81;35.81;35.81;35.81
1515618000;10.01.2018 23:00;1034.329;1619.7609;1029.6;1692.5;31.92;31.92;31.92;31.92
1515621600;11.01.2018 00:00;957.6794;1655.9689;980.7;1735.8;30.34;30.34;30.34;30.34
1515625200;11.01.2018 01:00;905.6556;1679.7013;887.6;1743.4;31.01;31.01;31.01;31.01
1515628800;11.01.2018 02:00;900.0632;1710.7208;859.3;1741.9;30.03;30.03;30.03;30.03
1515632400;11.01.2018 03:00;887.3101;1703.3624;896.5;1736.3;29.86;29.86;29.86;29.86
1515636000;11.01.2018 04:00;876.483;1705.4427;911.7;1734.8;29.97;29.97;29.97;29.97
1515639600;11.01.2018 05:00;901.0657;1691.6202;956.1;1739.5;30.95;30.95;30.95;30.95
1515643200;11.01.2018 06:00;969.9156;1695.479;1080.4;1733.1;33.24;33.24;33.24;33.24
1515646800;11.01.2018 07:00;1126.1442;1701.2482;1229.8;1759.7;39.44;39.44;39.44;39.44
1515650400;11.01.2018 08:00;1271.9932;1703.0968;1333;1762.5;51.37;51.37;51.37;51.37
1515654000;11.01.2018 09:00;1350.7286;1747.5773;1353;1765.8;55.65;55.65;55.65;55.65
1515657600;11.01.2018 10:00;1359.5319;1692.9951;1352.3;1768.2;55.11;55.11;55.11;55.11
1515661200;11.01.2018 11:00;1352.3663;1687.7177;1343.4;1769.4;55.13;55.13;55.13;55.13
1515664800;11.01.2018 12:00;1313.1266;1600.6952;1324.7;1767.6;54.57;54.57;54.57;54.57
1515668400;11.01.2018 13:00;1320.5122;1611.8788;1346.2;1763.7;52.86;52.86;52.86;52.86
1515672000;11.01.2018 14:00;1318.1637;1588.3842;1341;1763.7;46.87;46.87;46.87;46.87
1515675600;11.01.2018 15:00;1315.0819;1593.7357;1343.4;1765.6;49.91;49.91;49.91;49.91
1515679200;11.01.2018 16:00;1331.6285;1609.8442;1364.8;1770.3;52.28;52.28;52.28;52.28
1515682800;11.01.2018 17:00;1349.7729;1708.6948;1367.3;1774.4;54.81;54.81;54.81;54.81
1515686400;11.01.2018 18:00;1340.1927;1670.1821;1344;1777.9;56.38;56.38;56.38;56.38
1515690000;11.01.2018 19:00;1289.236;1651.6552;1311.8;1779.2;56.1;56.1;56.1;56.1
1515693600;11.01.2018 20:00;1265.5919;1638.3086;1268.1;1778.4;40.06;40.06;40.06;40.06
1515697200;11.01.2018 21:00;1203.3372;1649.1094;1205.4;1777.5;35.14;35.14;35.14;35.14
1515700800;11.01.2018 22:00;1124.9117;1654.6791;1121.3;1775.4;33.14;33.14;33.14;33.14
