Ajatempel (UTC);Kuupäev (Eesti aeg);Tarbimine;Tootmine;Planeeritud tarbimine;Planeeritud tootmine;NPS Läti;NPS Leedu;NPS Soome;NPS Eesti
1423731600;12.02.2015 11:00;;;;;44.09;44.09;42.14;42.14
1423735200;12.02.2015 12:00;;;;;43.87;43.87;34.93;34.93
1423738800;12.02.2015 13:00;;;;;43.87;43.87;32.87;32.87
1423742400;12.02.2015 14:00;;;;;43.87;43.87;39.22;39.22
1423746000;12.02.2015 15:00;;;;;44.06;44.06;39.28;39.28
1423749600;12.02.2015 16:00;;;;;44.08;44.08;44.08;44.08
1423753200;12.02.2015 17:00;;;;;48.76;48.76;48.76;48.76
1423756800;12.02.2015 18:00;;;;;63.4;63.4;57.58;63.4
1423760400;12.02.2015 19:00;;;;;63.42;63.42;70.27;63.42
1423764000;12.02.2015 20:00;;;;;45.08;45.08;44.05;45.08
1423767600;12.02.2015 21:00;;;;;43.88;43.88;32.83;32.83
1423771200;12.02.2015 22:00;;;;;43.85;43.85;29.81;29.81
1423774800;12.02.2015 23:00;;;;;37;37;29.15;29.15
1423778400;13.02.2015 00:00;;;;;28.19;28.19;28.19;28.19
1423782000;13.02.2015 01:00;;;;;30.53;30.53;27.75;27.75
1423785600;13.02.2015 02:00;;;;;29.1;29.1;27.36;27.36
1423789200;13.02.2015 03:00;;;;;29.09;29.09;26.96;26.96
1423792800;13.02.2015 04:00;;;;;30.51;30.51;27.01;27.01
1423796400;13.02.2015 05:00;;;;;42.39;42.39;27.44;27.44
1423800000;13.02.2015 06:00;;;;;42.39;42.39;42.02;42.39
1423803600;13.02.2015 07:00;;;;;63.54;63.54;63.91;63.54
1423807200;13.02.2015 08:00;;;;;63.52;63.52;63.52;63.52
1423810800;13.02.2015 09:00;;;;;63.53;63.53;63.53;63.53
1423814400;13.02.2015 10:00;;;;;63.51;63.51;63.51;63.51
1423818000;13.02.2015 11:00;;;;;63.52;63.52;63.52;63.52
1423821600;13.02.2015 12:00;;;;;43.96;43.96;42.97;42.97
1423825200;13.02.2015 13:00;;;;;43.97;43.97;39.66;39.66
1423828800;13.02.2015 14:00;;;;;44.02;44.02;44.02;44.02
1423832400;13.02.2015 15:00;;;;;49.97;49.97;49.97;49.97
1423836000;13.02.2015 16:00;;;;;44;44;42.08;42.08
1423839600;13.02.2015 17:00;;;;;62.06;62.06;62.06;62.06
1423843200;13.02.2015 18:00;;;;;63.51;63.51;63.51;63.51
1423846800;13.02.2015 19:00;;;;;60.05;60.05;60.05;60.05
1423850400;13.02.2015 20:00;;;;;43.95;43.95;40.09;40.09
1423854000;13.02.2015 21:00;;;;;43.95;43.95;32.79;32.79
1423857600;13.02.2015 22:00;;;;;43.92;43.92;35.57;35.57
1423861200;13.02.2015 23:00;;;;;30.55;30.55;28.92;28.92
1423864800;14.02.2015 00:00;;;;;29.07;29.07;27.15;27.15
1423868400;14.02.2015 01:00;;;;;33.01;33.01;27.5;27.5
1423872000;14.02.2015 02:00;;;;;30.57;30.57;27.2;27.2
1423875600;14.02.2015 03:00;;;;;30.55;30.55;27.09;27.09
1423879200;14.02.2015 04:00;;;;;30.54;30.54;27.01;27.01
1423882800;14.02.2015 05:00;;;;;33.03;33.03;27.02;27.02
1423886400;14.02.2015 06:00;;;;;41.31;41.31;27.31;27.31
1423890000;14.02.2015 07:00;;;;;41.35;41.35;27.17;27.17
1423893600;14.02.2015 08:00;;;;;44.1;44.1;27.18;27.18
1423897200;14.02.2015 09:00;;;;;44.11;44.11;28.38;28.38
1423900800;14.02.2015 10:00;;;;;44.13;44.13;31.5;31.5
1423904400;14.02.2015 11:00;;;;;44.13;44.13;30.81;30.81
1423908000;14.02.2015 12:00;;;;;44.13;44.13;29.82;29.82
1423911600;14.02.2015 13:00;;;;;44.13;44.13;29.72;29.72
1423915200;14.02.2015 14:00;;;;;44.13;44.13;28.27;28.27
1423918800;14.02.2015 15:00;;;;;44.13;44.13;27.81;27.81
1423922400;14.02.2015 16:00;;;;;44.13;44.13;31.56;31.56
1423926000;14.02.2015 17:00;;;;;44.16;44.16;44.16;44.16
1423929600;14.02.2015 18:00;;;;;44.18;44.18;44.18;44.18
1423933200;14.02.2015 19:00;;;;;44.17;44.17;44.17;44.17
1423936800;14.02.2015 20:00;;;;;44.13;44.13;31.96;31.96
1423940400;14.02.2015 21:00;;;;;44.15;44.15;30.25;30.25
1423944000;14.02.2015 22:00;;;;;43.03;43.03;40.45;40.45
1423947600;14.02.2015 23:00;;;;;33.01;33.01;31.99;31.99
1423951200;15.02.2015 00:00;;;;;29.09;29.09;29.03;29.03
1423954800;15.02.2015 01:00;;;;;33.01;33.01;26.87;26.87
1423958400;15.02.2015 02:00;;;;;30.54;30.54;26.39;26.39
1423962000;15.02.2015 03:00;;;;;30.51;30.51;26.18;26.18
1423965600;15.02.2015 04:00;;;;;30.51;30.51;26.1;26.1
1423969200;15.02.2015 05:00;;;;;30.51;30.51;26.01;26.01
1423972800;15.02.2015 06:00;;;;;30.08;30.08;26.08;26.08
1423976400;15.02.2015 07:00;;;;;30.1;30.1;26.17;26.17
1423980000;15.02.2015 08:00;;;;;41.04;41.04;26.29;26.29
1423983600;15.02.2015 09:00;;;;;41.09;41.09;26.55;26.55
1423987200;15.02.2015 10:00;;;;;44.2;44.2;26.67;26.67
1423990800;15.02.2015 11:00;;;;;44.2;44.2;26.97;26.97
1423994400;15.02.2015 12:00;;;;;44.2;44.2;26.39;26.39
1423998000;15.02.2015 13:00;;;;;44.2;44.2;26.13;26.13
1424001600;15.02.2015 14:00;;;;;44.06;44.06;26.1;26.1
1424005200;15.02.2015 15:00;;;;;44.07;44.07;26.1;26.1
1424008800;15.02.2015 16:00;;;;;44.08;44.08;26.14;26.14
1424012400;15.02.2015 17:00;;;;;44.21;44.21;31.62;31.62
1424016000;15.02.2015 18:00;;;;;44.22;44.22;39.93;39.93
1424019600;15.02.2015 19:00;;;;;44.2;44.2;39.83;39.83
1424023200;15.02.2015 20:00;;;;;44.21;44.21;36.05;36.05
1424026800;15.02.2015 21:00;;;;;44.22;44.22;28.93;28.93
1424030400;15.02.2015 22:00;;;;;41.06;41.06;33.53;33.53
1424034000;15.02.2015 23:00;;;;;30.53;30.53;30.53;30.53
1424037600;16.02.2015 00:00;;;;;28.05;28.05;27.12;27.12
1424041200;16.02.2015 01:00;;;;;26.08;26.08;26.08;26.08
1424044800;16.02.2015 02:00;;;;;25.53;25.53;25.53;25.53
1424048400;16.02.2015 03:00;;;;;25.35;25.35;25.35;25.35
1424052000;16.02.2015 04:00;;;;;25.63;25.63;25.63;25.63
1424055600;16.02.2015 05:00;;;;;25.89;25.89;25.89;25.89
1424059200;16.02.2015 06:00;;;;;28.96;28.96;28.96;28.96
1424062800;16.02.2015 07:00;;;;;44.39;44.39;44.39;44.39
1424066400;16.02.2015 08:00;;;;;45.1;45.1;45.1;45.1
1424070000;16.02.2015 09:00;;;;;49.98;49.98;49.98;49.98
1424073600;16.02.2015 10:00;;;;;50.03;50.03;50.03;50.03
1424077200;16.02.2015 11:00;;;;;45.15;45.15;45.15;45.15
1424080800;16.02.2015 12:00;;;;;43.1;43.1;37.24;37.24
1424084400;16.02.2015 13:00;;;;;44.3;44.3;33.64;33.64
1424088000;16.02.2015 14:00;;;;;44.3;44.3;44.3;44.3
1424091600;16.02.2015 15:00;;;;;44.32;44.32;40.42;40.42
1424095200;16.02.2015 16:00;;;;;44.31;44.31;44.31;44.31
1424098800;16.02.2015 17:00;;;;;49.1;49.1;49.1;49.1
1424102400;16.02.2015 18:00;;;;;50;50;50;50
1424106000;16.02.2015 19:00;;;;;49.97;49.97;49.97;49.97
1424109600;16.02.2015 20:00;;;;;44.32;44.32;35.49;35.49
1424113200;16.02.2015 21:00;;;;;44.32;44.32;29.25;29.25
1424116800;16.02.2015 22:00;;;;;43.09;43.09;30.59;30.59
1424120400;16.02.2015 23:00;;;;;28.08;28.08;27.77;27.77
1424124000;17.02.2015 00:00;;;;;28.03;28.03;27.21;27.21
1424127600;17.02.2015 01:00;;;;;28.07;28.07;26.34;26.34
1424131200;17.02.2015 02:00;;;;;26.14;26.14;26.14;26.14
1424134800;17.02.2015 03:00;;;;;26.09;26.09;26.09;26.09
1424138400;17.02.2015 04:00;;;;;26.17;26.17;26.17;26.17
1424142000;17.02.2015 05:00;;;;;26.72;26.72;26.72;26.72
1424145600;17.02.2015 06:00;;;;;40.44;40.44;40.44;40.44
1424149200;17.02.2015 07:00;;;;;48.01;48.01;48.01;48.01
1424152800;17.02.2015 08:00;;;;;50.07;50.07;50.07;50.07
1424156400;17.02.2015 09:00;;;;;54.22;54.22;54.22;54.22
1424160000;17.02.2015 10:00;;;;;50.04;50.04;50.04;50.04
1424163600;17.02.2015 11:00;;;;;48.01;48.01;48.01;48.01
1424167200;17.02.2015 12:00;;;;;44.09;44.09;34.53;34.53
1424170800;17.02.2015 13:00;;;;;44.3;44.3;31.53;31.53
1424174400;17.02.2015 14:00;;;;;44.34;44.34;44.34;44.34
1424178000;17.02.2015 15:00;;;;;44.34;44.34;44.34;44.34
1424181600;17.02.2015 16:00;;;;;44.32;44.32;44.32;44.32
1424185200;17.02.2015 17:00;;;;;45.04;45.04;45.04;45.04
1424188800;17.02.2015 18:00;;;;;56.01;56.01;56.01;56.01
1424192400;17.02.2015 19:00;;;;;50.07;50.07;50.07;50.07
1424196000;17.02.2015 20:00;;;;;44.32;44.32;34.43;34.43
1424199600;17.02.2015 21:00;;;;;44.32;44.32;27.68;27.68
1424203200;17.02.2015 22:00;;;;;44.07;44.07;27.32;27.32
1424206800;17.02.2015 23:00;;;;;28.09;28.09;26.83;26.83
1424210400;18.02.2015 00:00;;;;;28.06;28.06;26.01;26.01
1424214000;18.02.2015 01:00;;;;;28.05;28.05;25.41;25.41
1424217600;18.02.2015 02:00;;;;;27.1;27.1;24.91;24.91
1424221200;18.02.2015 03:00;;;;;27.09;27.09;24.66;24.66
1424224800;18.02.2015 04:00;;;;;27.09;27.09;24.76;24.76
1424228400;18.02.2015 05:00;;;;;40.8;40.8;25.57;25.57
1424232000;18.02.2015 06:00;;;;;40.86;40.86;40.86;40.86
1424235600;18.02.2015 07:00;;;;;44.34;44.34;44.34;44.34
1424239200;18.02.2015 08:00;;;;;44.36;44.36;44.36;44.36
1424242800;18.02.2015 09:00;;;;;44.37;44.37;44.37;44.37
1424246400;18.02.2015 10:00;;;;;44.36;44.36;44.36;44.36
1424250000;18.02.2015 11:00;;;;;44.36;44.36;44.36;44.36
1424253600;18.02.2015 12:00;;;;;44.3;44.3;31.91;31.91
1424257200;18.02.2015 13:00;;;;;44.31;44.31;29.53;29.53
1424260800;18.02.2015 14:00;;;;;44.32;44.32;44.32;44.32
1424264400;18.02.2015 15:00;;;;;44.36;44.36;39.95;39.95
1424268000;18.02.2015 16:00;;;;;44.35;44.35;33.9;33.9
1424271600;18.02.2015 17:00;;;;;48.07;48.07;48.07;48.07
1424275200;18.02.2015 18:00;;;;;60.08;60.08;60.08;60.08
1424278800;18.02.2015 19:00;;;;;59.91;59.91;59.91;59.91
1424282400;18.02.2015 20:00;;;;;44.33;44.33;40.15;40.15
1424286000;18.02.2015 21:00;;;;;44.33;44.33;27.25;27.25
1424289600;18.02.2015 22:00;;;;;44.1;44.1;26.84;26.84
1424293200;18.02.2015 23:00;;;;;29.09;29.09;26.08;26.08
1424296800;19.02.2015 00:00;;;;;28.05;28.05;25;25
1424300400;19.02.2015 01:00;;;;;27.07;27.07;23.86;23.86
1424304000;19.02.2015 02:00;;;;;27.05;27.05;23;23
1424307600;19.02.2015 03:00;;;;;27.05;27.05;22.69;22.69
1424311200;19.02.2015 04:00;;;;;27.05;27.05;22.9;22.9
1424314800;19.02.2015 05:00;;;;;23.95;23.95;23.95;23.95
1424318400;19.02.2015 06:00;;;;;33.27;33.27;33.27;33.27
1424322000;19.02.2015 07:00;;;;;44.06;44.06;44.06;44.06
1424325600;19.02.2015 08:00;;;;;45.09;45.09;45.09;45.09
1424329200;19.02.2015 09:00;;;;;44.1;44.1;44.1;44.1
1424332800;19.02.2015 10:00;;;;;45.29;45.29;45.29;45.29
1424336400;19.02.2015 11:00;;;;;44.32;44.32;44.32;44.32
1424340000;19.02.2015 12:00;;;;;44.04;44.04;29.61;29.61
1424343600;19.02.2015 13:00;;;;;44.04;44.04;30.54;30.54
1424347200;19.02.2015 14:00;;;;;44.05;44.05;44.05;44.05
1424350800;19.02.2015 15:00;;;;;44.07;44.07;38.68;38.68
1424354400;19.02.2015 16:00;;;;;44.07;44.07;36.39;36.39
1424358000;19.02.2015 17:00;;;;;45.05;45.05;45.05;45.05
1424361600;19.02.2015 18:00;;;;;48.03;48.03;48.03;48.03
1424365200;19.02.2015 19:00;;;;;45.18;45.18;45.18;45.18
1424368800;19.02.2015 20:00;;;;;44.05;44.05;30.4;30.4
1424372400;19.02.2015 21:00;;;;;44.05;44.05;26.61;26.61
1424376000;19.02.2015 22:00;;;;;44.01;44.01;26.31;26.31
1424379600;19.02.2015 23:00;;;;;29.08;29.08;25.78;25.78
1424383200;20.02.2015 00:00;;;;;28.06;28.06;24.63;24.63
1424386800;20.02.2015 01:00;;;;;28.05;28.05;22.61;22.61
1424390400;20.02.2015 02:00;;;;;27.09;27.09;22.15;22.15
1424394000;20.02.2015 03:00;;;;;27.09;27.09;22.09;22.09
1424397600;20.02.2015 04:00;;;;;27.1;27.1;22.52;22.52
1424401200;20.02.2015 05:00;;;;;41.13;41.13;23.48;23.48
1424404800;20.02.2015 06:00;;;;;41.14;41.14;37.68;37.68
1424408400;20.02.2015 07:00;;;;;44.09;44.09;44.09;44.09
1424412000;20.02.2015 08:00;;;;;44.1;44.1;44.1;44.1
1424415600;20.02.2015 09:00;;;;;44.09;44.09;39.98;39.98
1424419200;20.02.2015 10:00;;;;;44.1;44.1;44.1;44.1
1424422800;20.02.2015 11:00;;;;;44.09;44.09;44.09;44.09
1424426400;20.02.2015 12:00;;;;;44.04;44.04;28.15;28.15
1424430000;20.02.2015 13:00;;;;;44.04;44.04;28.48;28.48
1424433600;20.02.2015 14:00;;;;;44.04;44.04;27.13;27.13
1424437200;20.02.2015 15:00;;;;;44.07;44.07;32;32
1424440800;20.02.2015 16:00;;;;;44.06;44.06;31.95;31.95
1424444400;20.02.2015 17:00;;;;;44.07;44.07;39.95;39.95
1424448000;20.02.2015 18:00;;;;;45.03;45.03;45.03;45.03
1424451600;20.02.2015 19:00;;;;;44.09;44.09;44.09;44.09
1424455200;20.02.2015 20:00;;;;;44.04;44.04;30.76;30.76
1424458800;20.02.2015 21:00;;;;;44.04;44.04;26.39;26.39
1424462400;20.02.2015 22:00;;;;;44.04;44.04;26.2;26.2
1424466000;20.02.2015 23:00;;;;;29.09;29.09;25.98;25.98
1424469600;21.02.2015 00:00;;;;;28.07;28.07;25.55;25.55
1424473200;21.02.2015 01:00;;;;;25.46;25.46;25.46;25.46
1424476800;21.02.2015 02:00;;;;;25.11;25.11;25.11;25.11
1424480400;21.02.2015 03:00;;;;;25.09;25.09;25.09;25.09
1424484000;21.02.2015 04:00;;;;;25.08;25.08;24.94;24.94
1424487600;21.02.2015 05:00;;;;;25.1;25.1;24.96;24.96
1424491200;21.02.2015 06:00;;;;;28.07;28.07;24.88;24.88
1424494800;21.02.2015 07:00;;;;;41;41;25.08;25.08
1424498400;21.02.2015 08:00;;;;;41.05;41.05;25.69;25.69
1424502000;21.02.2015 09:00;;;;;44.01;44.01;26.06;26.06
1424505600;21.02.2015 10:00;;;;;44.01;44.01;26.38;26.38
1424509200;21.02.2015 11:00;;;;;44.02;44.02;26.7;26.7
1424512800;21.02.2015 12:00;;;;;44.02;44.02;26.67;26.67
1424516400;21.02.2015 13:00;;;;;44.01;44.01;26.17;26.17
1424520000;21.02.2015 14:00;;;;;44.01;44.01;25.98;25.98
1424523600;21.02.2015 15:00;;;;;44.01;44.01;25.97;25.97
1424527200;21.02.2015 16:00;;;;;44.01;44.01;26.19;26.19
1424530800;21.02.2015 17:00;;;;;44.02;44.02;30.97;30.97
1424534400;21.02.2015 18:00;;;;;44.01;44.01;44.01;44.01
1424538000;21.02.2015 19:00;;;;;44.01;44.01;33.19;33.19
1424541600;21.02.2015 20:00;;;;;44.01;44.01;28.97;28.97
1424545200;21.02.2015 21:00;;;;;44;44;26.25;26.25
1424548800;21.02.2015 22:00;;;;;41.04;41.04;26.34;26.34
1424552400;21.02.2015 23:00;;;;;28.06;28.06;26.17;26.17
1424556000;22.02.2015 00:00;;;;;27.05;27.05;25.35;25.35
1424559600;22.02.2015 01:00;;;;;28;28;25.32;25.32
1424563200;22.02.2015 02:00;;;;;27.01;27.01;25.03;25.03
1424566800;22.02.2015 03:00;;;;;26.09;26.09;24.81;24.81
1424570400;22.02.2015 04:00;;;;;26.08;26.08;24.72;24.72
1424574000;22.02.2015 05:00;;;;;24.76;24.76;24.76;24.76
1424577600;22.02.2015 06:00;;;;;28.02;28.02;24.98;24.98
1424581200;22.02.2015 07:00;;;;;26.04;26.04;25.13;25.13
1424584800;22.02.2015 08:00;;;;;25.33;25.33;25.33;25.33
1424588400;22.02.2015 09:00;;;;;40.1;40.1;25.88;25.88
1424592000;22.02.2015 10:00;;;;;41.05;41.05;26.11;26.11
1424595600;22.02.2015 11:00;;;;;41.08;41.08;26.22;26.22
1424599200;22.02.2015 12:00;;;;;41.08;41.08;26.18;26.18
1424602800;22.02.2015 13:00;;;;;41.08;41.08;25.84;25.84
1424606400;22.02.2015 14:00;;;;;41.08;41.08;25.52;25.52
1424610000;22.02.2015 15:00;;;;;41.08;41.08;25.31;25.31
1424613600;22.02.2015 16:00;;;;;41.09;41.09;25.05;25.05
1424617200;22.02.2015 17:00;;;;;44.01;44.01;26.16;26.16
1424620800;22.02.2015 18:00;;;;;44.03;44.03;31.02;31.02
1424624400;22.02.2015 19:00;;;;;44.03;44.03;31.02;31.02
1424628000;22.02.2015 20:00;;;;;44.02;44.02;27.5;27.5
1424631600;22.02.2015 21:00;;;;;44.02;44.02;26.07;26.07
1424635200;22.02.2015 22:00;;;;;41.08;41.08;26.62;26.62
1424638800;22.02.2015 23:00;;;;;28.09;28.09;26.5;26.5
1424642400;23.02.2015 00:00;;;;;28.05;28.05;25.07;25.07
1424646000;23.02.2015 01:00;;;;;30.53;30.53;23.66;23.66
1424649600;23.02.2015 02:00;;;;;28.1;28.1;22.35;22.35
1424653200;23.02.2015 03:00;;;;;28.1;28.1;22.13;22.13
1424656800;23.02.2015 04:00;;;;;30.52;30.52;22.2;22.2
1424660400;23.02.2015 05:00;;;;;41.02;41.02;22.58;22.58
1424664000;23.02.2015 06:00;;;;;26.83;26.83;26.83;26.83
1424667600;23.02.2015 07:00;;;;;34.02;34.02;34.02;34.02
1424671200;23.02.2015 08:00;;;;;32.25;32.25;32.25;32.25
1424674800;23.02.2015 09:00;;;;;32.12;32.12;32.12;32.12
1424678400;23.02.2015 10:00;;;;;31.06;31.06;31.06;31.06
1424682000;23.02.2015 11:00;;;;;31.07;31.07;31.07;31.07
1424685600;23.02.2015 12:00;;;;;31.02;31.02;31.02;31.02
1424689200;23.02.2015 13:00;;;;;40.01;40.01;29.59;29.59
1424692800;23.02.2015 14:00;;;;;27.18;27.18;27.18;27.18
1424696400;23.02.2015 15:00;;;;;26.96;26.96;26.96;26.96
1424700000;23.02.2015 16:00;;;;;26.64;26.64;26.64;26.64
1424703600;23.02.2015 17:00;;;;;27.16;27.16;27.16;27.16
1424707200;23.02.2015 18:00;;;;;31.06;31.06;31.06;31.06
1424710800;23.02.2015 19:00;;;;;31.05;31.05;31.05;31.05
1424714400;23.02.2015 20:00;;;;;40.05;40.05;30.39;30.39
1424718000;23.02.2015 21:00;;;;;26.55;26.55;26.55;26.55
1424721600;23.02.2015 22:00;;;;;26.38;26.38;26.38;26.38
1424725200;23.02.2015 23:00;;;;;28.08;28.08;26.1;26.1
1424728800;24.02.2015 00:00;;;;;28.04;28.04;24.93;24.93
1424732400;24.02.2015 01:00;;;;;26.01;26.01;24.98;24.98
1424736000;24.02.2015 02:00;;;;;26.01;26.01;24.64;24.64
1424739600;24.02.2015 03:00;;;;;26.01;26.01;23.9;23.9
1424743200;24.02.2015 04:00;;;;;26.02;26.02;24;24
1424746800;24.02.2015 05:00;;;;;26.08;26.08;24.91;26.08
1424750400;24.02.2015 06:00;;;;;44.04;44.04;45.21;44.04
1424754000;24.02.2015 07:00;;;;;45.05;45.05;45.05;45.05
1424757600;24.02.2015 08:00;;;;;44.07;44.07;40.05;40.05
1424761200;24.02.2015 09:00;;;;;46.05;46.05;46.05;46.05
1424764800;24.02.2015 10:00;;;;;46.01;46.01;46.01;46.01
1424768400;24.02.2015 11:00;;;;;46.01;46.01;46.01;46.01
1424772000;24.02.2015 12:00;;;;;44.02;44.02;29.5;29.5
1424775600;24.02.2015 13:00;;;;;44;44;26.94;26.94
1424779200;24.02.2015 14:00;;;;;44.05;44.05;28.92;28.92
1424782800;24.02.2015 15:00;;;;;44.07;44.07;36.5;36.5
1424786400;24.02.2015 16:00;;;;;44.05;44.05;31.07;31.07
1424790000;24.02.2015 17:00;;;;;44.07;44.07;36.42;36.42
1424793600;24.02.2015 18:00;;;;;48;48;48;48
1424797200;24.02.2015 19:00;;;;;46.03;46.03;46.03;46.03
1424800800;24.02.2015 20:00;;;;;44.02;44.02;28.29;28.29
1424804400;24.02.2015 21:00;;;;;43.08;43.08;26.17;26.17
1424808000;24.02.2015 22:00;;;;;43.05;43.05;25.92;25.92
1424811600;24.02.2015 23:00;;;;;42.33;42.33;25.37;25.37
1424815200;25.02.2015 00:00;;;;;28.05;28.05;24.6;24.6
1424818800;25.02.2015 01:00;;;;;37.07;37.07;23.51;23.51
1424822400;25.02.2015 02:00;;;;;37.01;37.01;23.12;23.12
1424826000;25.02.2015 03:00;;;;;32.6;32.6;22.99;22.99
1424829600;25.02.2015 04:00;;;;;42.85;42.85;23.26;23.26
1424833200;25.02.2015 05:00;;;;;44.4;44.4;24.19;24.19
1424836800;25.02.2015 06:00;;;;;44.41;44.41;26.35;26.35
1424840400;25.02.2015 07:00;;;;;44.44;44.44;31.34;31.34
1424844000;25.02.2015 08:00;;;;;44.47;44.47;35.56;35.56
1424847600;25.02.2015 09:00;;;;;45.03;45.03;45.03;45.03
1424851200;25.02.2015 10:00;;;;;44.49;44.49;39.96;39.96
1424854800;25.02.2015 11:00;;;;;44.49;44.49;39.98;39.98
1424858400;25.02.2015 12:00;;;;;44.42;44.42;27.31;27.31
1424862000;25.02.2015 13:00;;;;;44.43;44.43;27.22;27.22
1424865600;25.02.2015 14:00;;;;;44.42;44.42;27.11;27.11
1424869200;25.02.2015 15:00;;;;;44.47;44.47;31.01;31.01
1424872800;25.02.2015 16:00;;;;;44.46;44.46;30.02;30.02
1424876400;25.02.2015 17:00;;;;;44.46;44.46;32.57;32.57
1424880000;25.02.2015 18:00;;;;;44.49;44.49;44.49;44.49
1424883600;25.02.2015 19:00;;;;;44.5;44.5;44.5;44.5
1424887200;25.02.2015 20:00;;;;;44.42;44.42;28.14;28.14
1424890800;25.02.2015 21:00;;;;;44.41;44.41;27.14;27.14
1424894400;25.02.2015 22:00;;;;;44.43;44.43;26.82;26.82
1424898000;25.02.2015 23:00;;;;;28.09;28.09;26.44;26.44
1424901600;26.02.2015 00:00;;;;;28.03;28.03;25.96;25.96
1424905200;26.02.2015 01:00;;;;;37.05;37.05;25.64;25.64
1424908800;26.02.2015 02:00;;;;;30.1;30.1;25.26;25.26
1424912400;26.02.2015 03:00;;;;;30.09;30.09;25.07;25.07
1424916000;26.02.2015 04:00;;;;;40.03;40.03;25.08;25.08
1424919600;26.02.2015 05:00;;;;;44.4;44.4;25.55;25.55
1424923200;26.02.2015 06:00;;;;;44.41;44.41;26.2;26.2
1424926800;26.02.2015 07:00;;;;;44.47;44.47;31.02;31.02
1424930400;26.02.2015 08:00;;;;;45.03;45.03;33.94;33.94
1424934000;26.02.2015 09:00;;;;;45.05;45.05;34.24;34.24
1424937600;26.02.2015 10:00;;;;;45.06;45.06;31.43;31.43
1424941200;26.02.2015 11:00;;;;;45.05;45.05;31.08;31.08
1424944800;26.02.2015 12:00;;;;;44.44;44.44;26.94;26.94
1424948400;26.02.2015 13:00;;;;;44.45;44.45;26.46;26.46
1424952000;26.02.2015 14:00;;;;;44.45;44.45;26.34;26.34
1424955600;26.02.2015 15:00;;;;;45.05;45.05;28.93;28.93
1424959200;26.02.2015 16:00;;;;;45.02;45.02;30.53;30.53
1424962800;26.02.2015 17:00;;;;;45.01;45.01;32.92;32.92
1424966400;26.02.2015 18:00;;;;;45.06;45.06;45.06;45.06
1424970000;26.02.2015 19:00;;;;;45.05;45.05;45.05;45.05
1424973600;26.02.2015 20:00;;;;;44.44;44.44;27.14;27.14
1424977200;26.02.2015 21:00;;;;;44.43;44.43;25.99;25.99
1424980800;26.02.2015 22:00;;;;;44.43;44.43;25.62;25.62
1424984400;26.02.2015 23:00;;;;;30.09;30.09;25.14;25.14
1424988000;27.02.2015 00:00;;;;;37.01;37.01;24.03;24.03
1424991600;27.02.2015 01:00;;;;;29.09;29.09;21.24;21.24
1424995200;27.02.2015 02:00;;;;;29.07;29.07;21.88;21.88
1424998800;27.02.2015 03:00;;;;;29.07;29.07;21.98;21.98
1425002400;27.02.2015 04:00;;;;;29.07;29.07;23.04;23.04
1425006000;27.02.2015 05:00;;;;;29.08;29.08;24.24;24.24
1425009600;27.02.2015 06:00;;;;;30.1;30.1;29.68;29.68
1425013200;27.02.2015 07:00;;;;;44.21;44.21;39.42;39.42
1425016800;27.02.2015 08:00;;;;;44.25;44.25;38.39;38.39
1425020400;27.02.2015 09:00;;;;;44.26;44.26;44.26;44.26
1425024000;27.02.2015 10:00;;;;;44.25;44.25;44.25;44.25
1425027600;27.02.2015 11:00;;;;;44.27;44.27;43.97;43.97
1425031200;27.02.2015 12:00;;;;;44.2;44.2;27.38;27.38
1425034800;27.02.2015 13:00;;;;;43.09;43.09;26.64;26.64
1425038400;27.02.2015 14:00;;;;;43.08;43.08;26.55;26.55
1425042000;27.02.2015 15:00;;;;;44.23;44.23;29.51;29.51
1425045600;27.02.2015 16:00;;;;;44.21;44.21;30.03;30.03
1425049200;27.02.2015 17:00;;;;;44.23;44.23;33.04;33.04
1425052800;27.02.2015 18:00;;;;;44.27;44.27;42.71;42.71
1425056400;27.02.2015 19:00;;;;;44.27;44.27;44.27;44.27
1425060000;27.02.2015 20:00;;;;;43.07;43.07;27.1;27.1
1425063600;27.02.2015 21:00;;;;;44.2;44.2;26.19;26.19
1425067200;27.02.2015 22:00;;;;;44.22;44.22;26.08;26.08
1425070800;27.02.2015 23:00;;;;;42.56;42.56;25.73;25.73
1425074400;28.02.2015 00:00;;;;;30.03;30.03;25.29;25.29
1425078000;28.02.2015 01:00;;;;;37.1;37.1;25.91;25.91
1425081600;28.02.2015 02:00;;;;;25.42;25.42;25.42;25.42
1425085200;28.02.2015 03:00;;;;;25.1;25.1;25.1;25.1
1425088800;28.02.2015 04:00;;;;;25.1;25.1;25.1;25.1
1425092400;28.02.2015 05:00;;;;;27.1;27.1;25.16;25.16
1425096000;28.02.2015 06:00;;;;;42.45;42.45;25.5;25.5
1425099600;28.02.2015 07:00;;;;;42.47;42.47;25.53;25.53
1425103200;28.02.2015 08:00;;;;;44.03;44.03;26.11;26.11
1425106800;28.02.2015 09:00;;;;;44.07;44.07;26.31;27.15
1425110400;28.02.2015 10:00;;;;;45.02;45.02;26.36;45.02
1425114000;28.02.2015 11:00;;;;;48.03;48.03;26.41;48.03
1425117600;28.02.2015 12:00;;;;;48.03;48.03;26.25;48.03
1425121200;28.02.2015 13:00;;;;;48.03;48.03;25.7;48.03
