Ajatempel (UTC);Kuupäev (Eesti aeg);Tarbimine;Tootmine;Planeeritud tarbimine;Planeeritud tootmine;NPS Eesti;NPS Soome;NPS Leedu;NPS Läti
1483376400;02.01.2017 19:00;1203.2574;1370.3226;1163.6;1393;36.88;36.88;39.17;36.88
1483380000;02.01.2017 20:00;1176.1088;1372.5763;1122.4;1241.2;35.52;35.52;35.52;35.52
1483383600;02.01.2017 21:00;1140.5928;1269.6317;1070.5;1064;35.23;35.23;35.23;35.23
1483387200;02.01.2017 22:00;1070.7358;1082.6698;1011;1067.4;34.74;34.74;34.74;34.74
1483390800;02.01.2017 23:00;999.2669;1084.4298;929.7;1065;32.99;32.99;32.99;32.99
1483394400;03.01.2017 00:00;922.1492;1095.4506;885.2;1090.1;30.94;30.94;30.94;30.94
1483398000;03.01.2017 01:00;870.887;1076.0411;836.3;925.8;30.65;30.65;30.65;30.65
1483401600;03.01.2017 02:00;845.4229;970.9651;819.8;924.2;30.37;30.37;30.37;30.37
1483405200;03.01.2017 03:00;830.7107;962.2728;810.2;925.5;30.15;30.15;30.15;30.15
1483408800;03.01.2017 04:00;838.3643;980.486;815.9;925.6;30.14;30.14;30.14;30.14
1483412400;03.01.2017 05:00;859.9692;982.3369;851.1;926.7;30.4;30.4;30.4;30.4
1483416000;03.01.2017 06:00;900.7625;981.9216;967.2;924.3;32.24;32.24;32.24;32.24
1483419600;03.01.2017 07:00;1021.2131;982.4028;1095.7;921.2;33.5;33.5;33.5;33.5
1483423200;03.01.2017 08:00;1156.1359;964.6746;1211.5;919.8;35.8;35.8;35.8;35.8
1483426800;03.01.2017 09:00;1219.5436;1004.5693;1234;1056.3;36.78;36.78;36.78;36.78
1483430400;03.01.2017 10:00;1247.2279;1109.7125;1246.1;990.8;36.17;36.17;36.17;36.17
1483434000;03.01.2017 11:00;1262.693;1008.5269;1241.8;993.8;35.4;35.4;35.4;35.4
1483437600;03.01.2017 12:00;1239.0988;1027.4539;1221.7;992.9;34.92;34.92;34.92;34.92
1483441200;03.01.2017 13:00;1243.6112;1055.1195;1231.3;993.6;34.81;34.81;34.81;34.81
1483444800;03.01.2017 14:00;1249.3438;1039.9119;1229;992.7;34.09;34.09;34.09;34.09
1483448400;03.01.2017 15:00;1243.8066;1033.2511;1256.3;992.5;34.25;34.25;34.25;34.25
1483452000;03.01.2017 16:00;1280.7905;1030.9646;1294.1;1017.2;34.51;34.51;34.51;34.51
1483455600;03.01.2017 17:00;1306.7728;1043.113;1279;992.5;34.95;34.95;34.95;34.95
1483459200;03.01.2017 18:00;1308.0787;1039.538;1252;993.5;34.59;34.59;34.59;34.59
1483462800;03.01.2017 19:00;1267.2849;1046.9769;1212.4;997.2;34.06;34.06;34.06;34.06
1483466400;03.01.2017 20:00;1242.7014;1060.1984;1172.1;1003;32.93;32.93;32.93;32.93
1483470000;03.01.2017 21:00;1208.5587;1077.2797;1111;1011;31.8;31.8;31.8;31.8
1483473600;03.01.2017 22:00;1142.8037;1122.0864;1036.7;1022.2;30.51;30.51;30.51;30.51
1483477200;03.01.2017 23:00;1034.7418;1127.9071;958.3;1031.4;29.27;29.27;29.27;29.27
1483480800;04.01.2017 00:00;980.1168;1113.907;910.9;1055.3;28.46;28.46;28.46;28.46
1483484400;04.01.2017 01:00;914.4648;1057.7616;897.1;1001.3;25.93;25.93;25.93;25.93
1483488000;04.01.2017 02:00;902.2666;1055.8016;887;1036.8;25.41;25.41;25.41;25.41
1483491600;04.01.2017 03:00;881.2012;1058.0021;884.7;1087.4;25.35;25.35;25.35;25.35
1483495200;04.01.2017 04:00;897.3325;1129.1974;895.2;1140.2;25.45;25.45;25.45;25.45
1483498800;04.01.2017 05:00;900.4445;1184.9357;933;1181.6;25.97;25.97;25.97;25.97
1483502400;04.01.2017 06:00;961.6573;1267.5668;1045.3;1300.4;27.87;27.87;27.87;27.87
1483506000;04.01.2017 07:00;1098.7704;1526.9027;1180.8;1516.1;28.92;28.92;28.92;28.92
1483509600;04.01.2017 08:00;1219.9276;1755.4508;1288.4;1830.3;30.65;30.65;30.65;30.65
1483513200;04.01.2017 09:00;1307.1129;1888.9005;1319.6;1834.5;32.13;32.13;32.13;32.13
1483516800;04.01.2017 10:00;1350.6659;1832.4242;1356.5;1880.2;33.27;33.27;33.27;33.27
1483520400;04.01.2017 11:00;1345.1039;1892.8877;1373.8;1872.3;33.52;33.52;33.52;33.52
1483524000;04.01.2017 12:00;1341.3768;1843.96;1354.2;1867.5;33.93;33.93;33.93;33.93
1483527600;04.01.2017 13:00;1355.0956;1823.4291;1372.7;1863.2;33.93;33.93;33.93;33.93
1483531200;04.01.2017 14:00;1357.5332;1887.2192;1365.6;1862.9;33.94;33.94;33.94;33.94
1483534800;04.01.2017 15:00;1351.0514;1874.536;1378;1867;34.15;34.15;34.15;34.15
1483538400;04.01.2017 16:00;1381.183;1866.8145;1406.1;1852.7;35.3;35.3;35.3;35.3
1483542000;04.01.2017 17:00;1413.4253;1880.3257;1445.9;1866.4;36.28;36.28;36.28;36.28
1483545600;04.01.2017 18:00;1413.2266;1781.4242;1420.6;1866;36.81;36.81;36.81;36.81
1483549200;04.01.2017 19:00;1374.3408;1769.7554;1388.1;1866.4;35.55;35.55;35.55;35.55
1483552800;04.01.2017 20:00;1332.8583;1799.8969;1353.4;1876.1;34.5;34.5;34.5;34.5
1483556400;04.01.2017 21:00;1296.6329;1801.1715;1297.2;1883.3;33.89;33.89;33.89;33.89
1483560000;04.01.2017 22:00;1236.1953;1800.5763;1217.9;1881.2;33.02;33.02;33.02;33.02
1483563600;04.01.2017 23:00;1153.7977;1802.2916;1122.1;1883;32.33;32.33;32.33;32.33
1483567200;05.01.2017 00:00;1093.2634;1830.5546;942.5;1697.1;29.86;30.44;29.86;29.86
1483570800;05.01.2017 01:00;1025.17;1695.6201;973.9;1560.9;29.49;30.51;23.44;23.44
1483574400;05.01.2017 02:00;1008.377;1579.7299;962.9;1549.9;29.48;30.23;23.11;23.11
1483578000;05.01.2017 03:00;992.6297;1546.5884;966.3;1553.3;29.49;30;23.04;23.04
1483581600;05.01.2017 04:00;987.2026;1272.8488;977.4;1564.4;29.5;30.06;23.04;23.04
1483585200;05.01.2017 05:00;1002.8311;1469.6538;1011.1;1570.5;30.61;30.61;30.23;30.23
1483588800;05.01.2017 06:00;1050.2662;1625.5446;1125.9;1887.1;32.45;32.45;32.45;32.45
1483592400;05.01.2017 07:00;1193.1586;1916.8365;1264.1;1886.8;34.87;34.87;34.87;34.87
1483596000;05.01.2017 08:00;1309.1166;1860.3038;1373.8;1885.6;42.07;42.07;42.07;42.07
1483599600;05.01.2017 09:00;1392.2084;1893.3571;1395.3;1884.1;43.38;43.38;43.38;43.38
1483603200;05.01.2017 10:00;1402.9033;1571.0625;1401.3;1895.8;42.04;42.04;42.04;42.04
1483606800;05.01.2017 11:00;1429.0118;1687.5073;1396.5;1888.2;43.04;43.04;43.04;43.04
1483610400;05.01.2017 12:00;1411.1178;1684.1437;1382.5;1889.8;44.54;44.54;44.54;44.54
1483614000;05.01.2017 13:00;1425.2809;1791.9637;1422.1;1888.2;44.56;44.56;44.56;44.56
1483617600;05.01.2017 14:00;1432.264;1769.8188;1432.2;1905.5;44.66;44.66;44.66;44.66
1483621200;05.01.2017 15:00;1433.0653;1739.153;1446.8;1884.5;44.99;44.99;44.99;44.99
1483624800;05.01.2017 16:00;1441.4144;1844.6512;1462.9;1881.9;56.1;56.1;56.1;56.1
1483628400;05.01.2017 17:00;1475.2358;1885.1177;1478.9;1877.4;69.7;69.7;69.7;69.7
1483632000;05.01.2017 18:00;1477.9418;1860.8506;1444.5;1870.9;73.92;73.92;73.92;73.92
1483635600;05.01.2017 19:00;1428.8783;1851.0176;1406.5;1864.4;71.99;71.99;71.99;71.99
1483639200;05.01.2017 20:00;1401.7076;1845.5048;1378.5;1855.8;50.08;50.08;50.08;50.08
1483642800;05.01.2017 21:00;1364.3368;1849.0303;1327.3;1848.1;44.89;44.89;44.89;44.89
1483646400;05.01.2017 22:00;1290.2849;1829.9653;1251.2;1838.7;42.05;42.05;42.05;42.05
1483650000;05.01.2017 23:00;1204.8916;1817.4193;1163.4;1830.4;36.76;37.22;36.76;36.76
1483653600;06.01.2017 00:00;1132.6563;1816.1198;1028.4;1808.9;34.64;34.65;34.64;34.64
1483657200;06.01.2017 01:00;1088.0258;1797.2694;1035.3;1644.3;31.25;35.84;31.25;31.25
1483660800;06.01.2017 02:00;1060.8182;1676.0044;1024.8;1634.6;30.98;35.54;30.98;30.98
1483664400;06.01.2017 03:00;1038.5192;1659.3955;1023;1625.9;30.97;34.59;30.97;30.97
1483668000;06.01.2017 04:00;1030.6641;1643.3187;1031.2;1618.2;31.8;34.28;31.22;31.22
1483671600;06.01.2017 05:00;1051.4977;1641.3715;1068.2;1655.2;33.79;34.16;31.81;31.81
1483675200;06.01.2017 06:00;1107.2045;1675.8185;1180.5;1711.3;32.59;32.59;31.32;31.32
1483678800;06.01.2017 07:00;1221.9039;1760.6093;1305.1;1832.6;34.32;34.32;34.32;34.32
1483682400;06.01.2017 08:00;1356.9377;1848.5121;1437.5;1799.7;33.97;33.97;33.97;33.97
1483686000;06.01.2017 09:00;1426.0209;1835.5522;1455;1806;34;34;34;34
1483689600;06.01.2017 10:00;1456.1421;1802.4921;1462.2;1809.9;34.05;34.05;34.05;34.05
1483693200;06.01.2017 11:00;1460.1816;1797.9855;1456.8;1805.3;34.55;34.55;34.55;34.55
1483696800;06.01.2017 12:00;1427.9951;1805.3163;1430.3;1801.4;34.58;34.58;34.58;34.58
1483700400;06.01.2017 13:00;1420.6396;1806.7236;1442.8;1798.4;34.16;34.16;34.92;34.16
1483704000;06.01.2017 14:00;1435.3551;1801.9513;1427.9;1796.4;33.92;33.92;38.82;33.92
1483707600;06.01.2017 15:00;1403.5167;1793.2188;1443.2;1796.9;33.88;33.88;35.49;33.88
1483711200;06.01.2017 16:00;1427.642;1798.5182;1478.4;1798.9;34.92;34.92;36.24;34.92
1483714800;06.01.2017 17:00;1469.397;1813.6763;1480.6;1803;34.95;34.95;40.74;34.95
1483718400;06.01.2017 18:00;1468.9266;1821.413;1448.8;1809.4;34.73;34.73;41.89;34.73
1483722000;06.01.2017 19:00;1422.0518;1826.5771;1406.4;1817.4;34.71;34.71;41.47;34.71
1483725600;06.01.2017 20:00;1390.6447;1842.1244;1370.6;1794.6;33.42;33.42;35.65;33.42
1483729200;06.01.2017 21:00;1339.7838;1861.6295;1318.2;1804.6;32.13;32.13;32.13;32.13
1483732800;06.01.2017 22:00;1282.1332;1871.4916;1241.7;1799.2;31.56;31.56;31.56;31.56
1483736400;06.01.2017 23:00;1222.3424;1888.6322;1151;1811.6;30.18;30.18;30.18;30.18
1483740000;07.01.2017 00:00;1119.2159;1798.8448;1087.4;1497.3;29.01;29.01;29.01;29.01
1483743600;07.01.2017 01:00;1087.219;1555.2174;1052.2;1440.6;29.35;29.35;29.35;29.35
1483747200;07.01.2017 02:00;1052.1302;1478.9066;1028.1;1338.9;28.88;28.88;28.88;28.88
1483750800;07.01.2017 03:00;1032.4238;1448.5148;1020.9;1289.9;28.28;28.28;28.28;28.28
1483754400;07.01.2017 04:00;1016.555;1331.3229;1015.9;1280.4;27.84;27.84;27.84;27.84
1483758000;07.01.2017 05:00;1035.9659;1344.2557;1027.1;1306.8;28.04;28.04;28.04;28.04
1483761600;07.01.2017 06:00;1043.8026;1373.3334;1083;1399.4;28.64;28.64;28.64;28.64
1483765200;07.01.2017 07:00;1091.8065;1511.1901;1131.7;1498.6;29.1;29.1;29.1;29.1
1483768800;07.01.2017 08:00;1145.8451;1588.4623;1196.8;1629.1;29.49;29.49;29.49;29.49
1483772400;07.01.2017 09:00;1191.9939;1671.038;1244.5;1622.5;29.97;29.97;29.97;29.97
1483776000;07.01.2017 10:00;1250.797;1651.2357;1282.7;1622.1;30.72;30.72;30.72;30.72
1483779600;07.01.2017 11:00;1284.1191;1660.1919;1290.2;1638.5;31.47;31.47;31.47;31.47
1483783200;07.01.2017 12:00;1277.7313;1668.0942;1285.2;1661.7;31.9;31.9;31.9;31.9
1483786800;07.01.2017 13:00;1268.5267;1655.5143;1282.6;1632.6;31.52;31.52;31.52;31.52
1483790400;07.01.2017 14:00;1271.9493;1676.8022;1271.1;1616.8;31.32;31.32;31.32;31.32
1483794000;07.01.2017 15:00;1270.7075;1667.3893;1290.6;1640.2;31.85;31.85;31.85;31.85
1483797600;07.01.2017 16:00;1283.4404;1652.8024;1327.9;1631.4;32.83;32.83;32.83;32.83
1483801200;07.01.2017 17:00;1353.8934;1635.9672;1373.6;1619.2;34.62;34.62;34.62;34.62
1483804800;07.01.2017 18:00;1349.1661;1617.4805;1338.3;1604;35.18;35.18;35.32;35.32
1483808400;07.01.2017 19:00;1315.4893;1592.7391;1304.2;1590.4;34.28;34.28;34.28;34.28
1483812000;07.01.2017 20:00;1288.3158;1553.9176;1266.6;1579.5;33.35;33.35;33.35;33.35
1483815600;07.01.2017 21:00;1226.2701;1533.6678;1216.4;1568.1;32.67;32.67;32.67;32.67
1483819200;07.01.2017 22:00;1186.062;1529.1001;1167.5;1558.2;32.55;32.55;32.55;32.55
1483822800;07.01.2017 23:00;1110.0753;1514.2035;1103.1;1550.8;31.84;31.84;31.84;31.84
1483826400;08.01.2017 00:00;1043.6373;1488.1299;1010.2;1406.7;30.6;30.6;30.6;30.6
1483830000;08.01.2017 01:00;979.3687;1403.3324;997.1;1395.3;30.75;30.75;30.75;30.75
1483833600;08.01.2017 02:00;955.0027;1352.1373;983;1383.4;30.64;30.64;30.64;30.64
1483837200;08.01.2017 03:00;934.2806;1308.4369;972.2;1382.6;30.53;30.53;30.53;30.53
1483840800;08.01.2017 04:00;926.6474;1293.7842;972.5;1381.9;30.54;30.54;30.54;30.54
1483844400;08.01.2017 05:00;923.2855;1287.4132;983;1386;30.63;30.63;30.63;30.63
1483848000;08.01.2017 06:00;951.1919;1285.8481;1024.9;1387.1;30.7;30.7;30.7;30.7
1483851600;08.01.2017 07:00;983.8759;1350.5031;1067;1399.3;30.77;30.77;30.77;30.77
1483855200;08.01.2017 08:00;1025.0094;1420.1681;1119.9;1473.5;30.58;30.58;30.58;30.58
1483858800;08.01.2017 09:00;1060.9159;1476.3805;1168.7;1484.8;30.75;30.75;30.75;30.75
1483862400;08.01.2017 10:00;1129.3895;1423.9503;1207.8;1489.3;31.09;31.09;31.09;31.09
1483866000;08.01.2017 11:00;1150.0255;1382.8687;1220;1520.2;31.93;31.93;35.05;31.93
1483869600;08.01.2017 12:00;1157.3638;1381.5918;1205.8;1341.7;30.99;30.99;35.51;30.99
1483873200;08.01.2017 13:00;1164.7219;1313.2472;1199.6;1318.9;30.96;30.96;37.61;30.96
1483876800;08.01.2017 14:00;1149.3418;1329.6259;1204.6;1323.5;30.87;30.87;36.96;30.87
1483880400;08.01.2017 15:00;1153.6871;1325.3104;1219.3;1444.2;30.85;30.85;35.14;30.85
1483884000;08.01.2017 16:00;1176.9165;1428.2802;1268.5;1493.6;30.96;30.96;35.16;30.96
1483887600;08.01.2017 17:00;1255.0593;1494.0057;1304.8;1517.2;31.6;31.6;35.63;31.6
1483891200;08.01.2017 18:00;1263.2904;1484.1294;1291.5;1530.1;31.84;31.84;35.27;31.84
1483894800;08.01.2017 19:00;1245.7108;1512.6362;1268.5;1540.8;31.46;31.46;34;31.46
1483898400;08.01.2017 20:00;1207.515;1535.17;1232.7;1562.3;31.15;31.15;32.97;32.97
1483902000;08.01.2017 21:00;1170.7195;1546.8868;1184.1;1554.8;30.83;30.83;30.83;30.83
1483905600;08.01.2017 22:00;1111.0863;1532.1759;1125.2;1559.6;30.95;30.95;30.95;30.95
1483909200;08.01.2017 23:00;1023.4509;1516.1787;1055.1;1544.3;30.55;30.55;30.55;30.55
1483912800;09.01.2017 00:00;957.7615;1452.2242;1013.1;1504.4;29.89;29.89;29.89;29.89
1483916400;09.01.2017 01:00;905.4065;1448.9908;942.5;1501.1;29.56;29.56;29.56;29.56
1483920000;09.01.2017 02:00;884.261;1453.1483;922.2;1505.9;29.11;29.11;29.11;29.11
1483923600;09.01.2017 03:00;877.1922;1485.6011;923;1519.7;28.99;28.99;28.99;28.99
1483927200;09.01.2017 04:00;862.1995;1489.8203;940.4;1523.7;29.16;29.16;29.16;29.16
1483930800;09.01.2017 05:00;884.2755;1479.9175;974;1532.5;29.71;29.71;29.71;29.71
1483934400;09.01.2017 06:00;945.1646;1613.0873;1088.6;1655.7;30.41;30.41;30.41;30.41
1483938000;09.01.2017 07:00;1114.3126;1774.4575;1230.2;1840.6;34.85;34.85;34.85;34.85
1483941600;09.01.2017 08:00;1243.6185;1823.423;1343.6;1849.1;43.12;43.12;43.12;43.12
1483945200;09.01.2017 09:00;1330.1952;1811.4257;1368.8;1856.2;36.15;36.15;44.44;44.44
1483948800;09.01.2017 10:00;1334.8268;1845.9703;1374.4;1841.8;35.65;35.65;44.92;44.92
1483952400;09.01.2017 11:00;1344.9622;1925.9037;1368.7;1939.9;35.5;35.5;45.34;45.34
1483956000;09.01.2017 12:00;1310.1807;1927.9869;1342.8;1930.8;33.96;33.96;45.07;45.07
1483959600;09.01.2017 13:00;1323.098;1919.4315;1366.4;1928.7;33.11;33.11;45.12;45.12
1483963200;09.01.2017 14:00;1320.5085;1899.5294;1353.4;1925.9;32.73;32.73;46.41;46.41
1483966800;09.01.2017 15:00;1311.5502;1907.9935;1369.4;1927;33.83;33.83;45.1;45.1
1483970400;09.01.2017 16:00;1339.7051;1943.1852;1388.1;1934.2;36.12;36.12;42.85;42.85
1483974000;09.01.2017 17:00;1357.545;1972.5854;1393.3;1942;36.16;36.16;47.85;47.85
1483977600;09.01.2017 18:00;1339.3578;2001.9437;1366.6;1949.5;36.13;36.13;46.41;46.41
1483981200;09.01.2017 19:00;1268.2533;1940.774;1332.9;1959;36.18;36.18;43.1;43.1
1483984800;09.01.2017 20:00;1241.0049;1922.4756;1286.1;1930.3;31.41;31.41;41.79;41.79
1483988400;09.01.2017 21:00;1200.8104;1924.3236;1221;1932.1;30.5;30.5;39.63;39.63
1483992000;09.01.2017 22:00;1128.3541;1877.231;1147.6;1923.1;30.07;30.07;30.21;30.21
1483995600;09.01.2017 23:00;1034.8627;1848.774;1084.7;1924.5;29.57;29.57;29.57;29.57
1483999200;10.01.2017 00:00;947.8032;1852.1104;1015;1880;28.83;28.83;28.83;28.83
1484002800;10.01.2017 01:00;894.8869;1636.5092;948.5;1429;26.16;26.16;26.16;26.16
1484006400;10.01.2017 02:00;876.4055;1457.6899;927.1;1430.3;25.57;25.57;25.57;25.57
1484010000;10.01.2017 03:00;868.9324;1444.8246;929;1435.4;25.49;25.49;25.49;25.49
1484013600;10.01.2017 04:00;865.0762;1462.6305;934.1;1439.6;25.57;25.57;25.57;25.57
1484017200;10.01.2017 05:00;878.0234;1429.5162;969.5;1476.7;27.77;27.77;27.77;27.77
1484020800;10.01.2017 06:00;934.8046;1797.2144;1084.1;1879.2;28.93;28.93;28.93;28.93
1484024400;10.01.2017 07:00;1106.7191;1900.3921;1229.8;1999.2;32.08;32.08;32.08;32.08
1484028000;10.01.2017 08:00;1229.774;2004.8405;1352.3;2036.6;39.9;39.9;39.9;39.9
1484031600;10.01.2017 09:00;1326.5377;2032.4482;1375;2012.7;34.93;34.93;41.02;41.02
1484035200;10.01.2017 10:00;1329.757;2017.6041;1362.2;2000.2;31.81;31.81;39.97;39.97
1484038800;10.01.2017 11:00;1327.9059;2058.6477;1353.2;2007.9;31.14;31.14;39.97;39.97
1484042400;10.01.2017 12:00;1290.8103;2069.1604;1334.4;1983;31.06;31.06;40.1;40.1
1484046000;10.01.2017 13:00;1291.5477;2036.5682;1351.2;1979.4;30.99;30.99;40.33;40.33
1484049600;10.01.2017 14:00;1301.0452;1992.9893;1344.7;1972.9;31;31;40.62;40.62
1484053200;10.01.2017 15:00;1301.1376;1969.392;1356.5;1973.2;31.01;31.01;39.91;39.91
1484056800;10.01.2017 16:00;1332.4336;2007.455;1379.1;2001.5;31.98;31.98;39.69;39.69
1484060400;10.01.2017 17:00;1341.0402;2050.6221;1359;2037.6;32.07;32.07;40.4;40.4
1484064000;10.01.2017 18:00;1334.8945;2050.7249;1343.8;2014.9;31.19;31.19;41.44;31.19
1484067600;10.01.2017 19:00;1290.6597;2014.4777;1305.7;1987.9;31.02;31.02;39.91;39.91
1484071200;10.01.2017 20:00;1249.3303;1959.3861;1255.7;1989.4;30.54;30.54;38.92;38.92
1484074800;10.01.2017 21:00;1217.0796;2000.0272;1198.1;1995.3;29.81;29.81;30.14;30.14
1484078400;10.01.2017 22:00;1145.5356;2014.85;1146.7;1996.2;29.55;29.55;30.03;30.03
1484082000;10.01.2017 23:00;1058.668;1974.4424;1047.1;1997.9;29.15;29.15;29.15;29.15
1484085600;11.01.2017 00:00;970.7983;1992.5385;1011;1622.5;28.08;28.08;28.08;28.08
1484089200;11.01.2017 01:00;919.5252;1495.125;947.3;1474.4;24.38;24.38;24.38;24.38
1484092800;11.01.2017 02:00;906.8701;1497.903;925.6;1474.6;22.78;22.78;22.78;22.78
1484096400;11.01.2017 03:00;879.2719;1481.9297;924.6;1476.9;22.05;22.05;22.05;22.05
1484100000;11.01.2017 04:00;880.8649;1493.7565;937.8;1481.1;22.1;22.1;22.1;22.1
1484103600;11.01.2017 05:00;906.5003;1498.1012;986.9;1488.2;23.6;23.6;23.6;23.6
1484107200;11.01.2017 06:00;967.7047;1490.8329;1109.5;1494;25.88;25.88;25.88;25.88
1484110800;11.01.2017 07:00;1152.4004;1625.4852;1263.1;1733.1;28.9;28.9;28.9;28.9
1484114400;11.01.2017 08:00;1284.1729;1874.1357;1382.9;2004.1;30.24;30.24;30.24;30.24
1484118000;11.01.2017 09:00;1365.7705;2170.2844;1403.7;2037.7;30.6;30.6;30.6;30.6
1484121600;11.01.2017 10:00;1366.3267;1925.2661;1420;2137;30.29;30.29;30.29;30.29
1484125200;11.01.2017 11:00;1367.9279;2030.1686;1410.9;2015.7;30.3;30.3;30.3;30.3
1484128800;11.01.2017 12:00;1337.4247;1996.4447;1388.4;2019.7;30.26;30.26;30.26;30.26
1484132400;11.01.2017 13:00;1346.7885;1995.3051;1408.3;2012.1;30.28;30.28;30.28;30.28
1484136000;11.01.2017 14:00;1378.1974;1920.4215;1391.8;1966.9;30.27;30.27;30.27;30.27
1484139600;11.01.2017 15:00;1340.1582;1891.9111;1410.7;1881.5;29.6;29.6;29.6;29.6
1484143200;11.01.2017 16:00;1339.7067;1874.2352;1442;1913.6;29.93;29.93;29.93;29.93
1484146800;11.01.2017 17:00;1385.2856;1804.4366;1425.3;1917.7;31.76;31.76;31.76;31.76
1484150400;11.01.2017 18:00;1388.3885;1850.4839;1388.2;1905.2;30.9;30.9;30.9;30.9
1484154000;11.01.2017 19:00;1349.5382;1892.6407;1348.5;1916;30.26;30.26;30.26;30.26
1484157600;11.01.2017 20:00;1325.7753;1895.5552;1302.5;1858.9;29.13;29.13;29.13;29.13
1484161200;11.01.2017 21:00;1271.0414;1861.9017;1232.3;1694.2;28.6;28.6;28.6;28.6
1484164800;11.01.2017 22:00;1205.4321;1654.0709;1165;1551.4;27.91;27.91;27.91;27.91
