Ajatempel (UTC);Kuupäev (Eesti aeg);Tarbimine;Tootmine;Planeeritud tarbimine;Planeeritud tootmine;NPS Eesti;NPS Soome;NPS Leedu;NPS Läti
1549339200;05.02.2019 06:00;962.842;1359.5323;1126.1;1568.2;51.82;51.82;51.09;51.82
1549342800;05.02.2019 07:00;1145.8302;1559.2574;1289.8;1673.1;56.06;56.06;56.06;56.06
1549346400;05.02.2019 08:00;1236.1426;1631.8732;1376;1684.2;59.68;59.68;59.68;59.68
1549350000;05.02.2019 09:00;1312.6154;1643.3656;1398.6;1684.8;63.27;63.27;63.27;63.27
1549353600;05.02.2019 10:00;1328.7239;1642.754;1399.9;1685.6;63.87;63.87;63.87;63.87
1549357200;05.02.2019 11:00;1316.8748;1600.4823;1397;1690.1;64.92;64.92;64.92;64.92
1549360800;05.02.2019 12:00;1313.3174;1636.5231;1374.4;1693.2;54.09;54.09;54.09;54.09
1549364400;05.02.2019 13:00;1321.2784;1648.4811;1375.9;1714.8;53.49;53.49;53.49;53.49
1549368000;05.02.2019 14:00;1297.4698;1649.2128;1360.7;1706;53.4;53.4;53.4;53.4
1549371600;05.02.2019 15:00;1287.2213;1640.1993;1360.1;1704.4;61.4;61.4;61.4;61.4
1549375200;05.02.2019 16:00;1296.6324;1641.3735;1353.9;1703.3;59.08;59.08;59.08;59.08
1549378800;05.02.2019 17:00;1300.7472;1653.4286;1393.7;1687;63.25;63.25;63.25;63.25
1549382400;05.02.2019 18:00;1347.7928;1638.1469;1376.7;1682.4;65.59;65.59;65.59;65.59
1549386000;05.02.2019 19:00;1318.0609;1639.6449;1338.6;1665.3;64.63;64.63;64.63;64.63
1549389600;05.02.2019 20:00;1278.6416;1619.0052;1297.6;1602.6;55.19;55.19;55.19;55.19
1549393200;05.02.2019 21:00;1250.4818;1543.0975;1235.7;1585.1;53.69;53.69;53.69;53.69
1549396800;05.02.2019 22:00;1171.0601;1530.2084;1151.4;1571.3;52.6;52.6;52.6;52.6
1549400400;05.02.2019 23:00;1062.254;1521.2362;1056.6;1540.8;50.9;50.9;50.9;50.9
1549404000;06.02.2019 00:00;990.9741;1481.9995;1004.8;1457.2;47.93;49.58;47.93;47.93
1549407600;06.02.2019 01:00;960.9973;1390.2842;967.5;1147.7;49.33;49.33;43.12;49.33
1549411200;06.02.2019 02:00;939.1179;1053.3268;953.1;995.2;49.03;49.03;41.91;49.03
1549414800;06.02.2019 03:00;939.5076;974.1968;947.5;964.7;48.92;48.92;40.6;48.92
1549418400;06.02.2019 04:00;944.1496;959.8215;955.6;949.1;49.03;49.03;40.63;49.03
1549422000;06.02.2019 05:00;963.2637;965.2598;995;951.6;49.65;49.65;49.24;49.65
1549425600;06.02.2019 06:00;1027.2186;1191.6992;1125.9;1363.3;51.58;51.58;51.58;51.58
1549429200;06.02.2019 07:00;1187.6976;1507.7822;1274.4;1502.4;58.46;58.46;56.07;58.46
1549432800;06.02.2019 08:00;1259.4613;1531.6445;1363.2;1524.8;60.77;60.77;60.05;60.77
1549436400;06.02.2019 09:00;1319.9854;1556.2347;1385.6;1535.9;63.88;63.88;63.88;63.88
1549440000;06.02.2019 10:00;1315.2906;1530.1642;1391.5;1538.1;66.03;66.03;66.03;66.03
1549443600;06.02.2019 11:00;1310.6042;1516.257;1380.9;1533.2;66.02;66.02;66.02;66.02
1549447200;06.02.2019 12:00;1322.7374;1498.1774;1358.5;1524.3;54.43;54.43;54.43;54.43
1549450800;06.02.2019 13:00;1332.4194;1489.7545;1366.5;1501.2;54.76;54.76;54.76;54.76
1549454400;06.02.2019 14:00;1323.8119;1492.877;1353.2;1485.6;56.43;56.43;56.43;56.43
1549458000;06.02.2019 15:00;1317.9176;1484.6171;1352.7;1472.6;61.06;61.06;61.06;61.06
1549461600;06.02.2019 16:00;1291.9675;1499.5063;1346.6;1475.7;61.95;61.95;61.95;61.95
1549465200;06.02.2019 17:00;1283.604;1464.1302;1397.3;1476.8;65;65;65;65
1549468800;06.02.2019 18:00;1357.3462;1458.9922;1389.8;1531.5;66.74;66.74;66.74;66.74
1549472400;06.02.2019 19:00;1324.4181;1480.5255;1350.1;1518.9;64.99;64.99;64.99;64.99
1549476000;06.02.2019 20:00;1311.3623;1478.9703;1310.9;1500.9;57.06;57.06;57.06;57.06
1549479600;06.02.2019 21:00;1245.9753;1475.1105;1254.9;1493.9;52.89;52.89;52.89;52.89
1549483200;06.02.2019 22:00;1186.7689;1428.1342;1174.7;1495.9;51.63;51.63;51.63;51.63
1549486800;06.02.2019 23:00;1083.0582;1485.6953;1085.4;1188.3;50.2;50.2;50.2;50.2
1549490400;07.02.2019 00:00;999.2327;1100.9772;1025.6;1088.8;48.17;48.17;48.17;48.17
1549494000;07.02.2019 01:00;960.8754;1065.922;1019.4;875.2;47.39;47.39;47.39;47.39
1549497600;07.02.2019 02:00;934.1196;864.2073;1010.4;893.1;46.32;46.32;43.12;46.32
1549501200;07.02.2019 03:00;919.1828;876.7689;1007.7;914.9;45.84;45.84;42.16;45.84
1549504800;07.02.2019 04:00;920.6948;886.189;1020.7;929.5;45.96;45.96;43.39;45.96
1549508400;07.02.2019 05:00;938.1748;893.8452;1058.7;951.5;47.21;47.21;47.21;47.21
1549512000;07.02.2019 06:00;998.5928;890.8372;1186.8;1001.8;48.97;48.97;48.97;48.97
1549515600;07.02.2019 07:00;1178.813;1064.2773;1316.2;1115.9;51.6;51.6;51.6;51.6
1549519200;07.02.2019 08:00;1272.3231;1104.9012;1389;1204;55.37;55.37;55.37;55.37
1549522800;07.02.2019 09:00;1354.7638;1126.8964;1418.7;1194.1;56.33;56.33;56.33;56.33
1549526400;07.02.2019 10:00;1348.4772;1130.6635;1414.2;1136.3;56.63;56.63;56.63;56.63
1549530000;07.02.2019 11:00;1345.9014;1116.16;1404.6;1144.5;56.63;56.63;56.63;56.63
1549533600;07.02.2019 12:00;1330.4445;1096.2306;1384.4;1137.6;51.52;51.52;51.52;51.52
1549537200;07.02.2019 13:00;1331.0092;1074.4864;1381.2;1071.2;51.09;51.09;51.09;51.09
1549540800;07.02.2019 14:00;1334.3156;1063.4066;1360;1093.7;50.8;50.8;50.8;50.8
1549544400;07.02.2019 15:00;1333.455;1055.7699;1357.9;1094.3;56.53;56.53;56.53;56.53
1549548000;07.02.2019 16:00;1312.8209;1032.5948;1343.1;1072.4;55.54;55.54;55.54;55.54
1549551600;07.02.2019 17:00;1308.8414;1035.1133;1371.2;1052.8;55.57;55.57;55.57;55.57
1549555200;07.02.2019 18:00;1355.5609;1042.7887;1360;1051.2;58.38;58.38;58.38;58.38
1549558800;07.02.2019 19:00;1314.8345;1044.5111;1326.2;1055.1;55.92;55.92;55.92;55.92
1549562400;07.02.2019 20:00;1271.1698;1037.1206;1233.2;1016.3;50.41;50.41;50.41;50.41
1549566000;07.02.2019 21:00;1233.0408;1036.4813;1223.8;969.2;49.72;49.72;49.72;49.72
1549569600;07.02.2019 22:00;1147.4054;953.2943;1135.6;951.4;48.82;48.82;48.82;48.82
1549573200;07.02.2019 23:00;1059.771;819.726;1041.4;956.3;48.38;48.38;48.38;48.38
1549576800;08.02.2019 00:00;976.6804;964.3423;982.3;913.9;46.91;46.91;46.91;46.91
1549580400;08.02.2019 01:00;929.2044;874.906;951.6;800.3;46.14;46.14;41.89;46.14
1549584000;08.02.2019 02:00;910.8196;745.2686;936.2;813.3;44.86;44.86;41.8;44.86
1549587600;08.02.2019 03:00;898.0891;828.5206;926.6;836.9;43.06;43.06;41.74;43.06
1549591200;08.02.2019 04:00;882.0805;816.4711;941;849.5;43.05;43.05;41.78;43.05
1549594800;08.02.2019 05:00;899.3162;796.0317;984.7;863;45.36;45.36;44.38;45.36
1549598400;08.02.2019 06:00;975.7868;843.8452;1114.2;878.8;49.01;49.01;49.01;49.01
1549602000;08.02.2019 07:00;1126.2772;883.8513;1270.5;916.4;51.83;51.83;51.83;51.83
1549605600;08.02.2019 08:00;1241.3247;910.8418;1350.1;997.2;55.09;55.09;55.09;55.09
1549609200;08.02.2019 09:00;1286.4138;981.5249;1375.7;1023.4;55.97;55.97;55.97;55.97
1549612800;08.02.2019 10:00;1319.1447;977.4544;1368.8;1044.8;54.71;54.71;54.71;54.71
1549616400;08.02.2019 11:00;1315.2495;1000.3218;1357.5;1029.7;54.78;54.78;54.78;54.78
1549620000;08.02.2019 12:00;1292.3588;978.2217;1340.8;918.8;50.66;50.66;50.66;50.66
1549623600;08.02.2019 13:00;1300.9613;883.1735;1354.6;923.8;50.27;50.27;50.27;50.27
1549627200;08.02.2019 14:00;1285.8702;864.6183;1337.7;929.5;49.83;49.83;49.83;49.83
1549630800;08.02.2019 15:00;1272.5411;914.0975;1332.5;1046.9;52.71;52.71;52.71;52.71
1549634400;08.02.2019 16:00;1254.7813;989.6823;1311.9;1062.6;53.74;53.74;53.74;53.74
1549638000;08.02.2019 17:00;1239.308;999.0803;1342.2;1058.6;55.09;55.09;55.09;55.09
1549641600;08.02.2019 18:00;1290.8491;1006.4592;1326.1;1042;54.77;54.77;54.77;54.77
1549645200;08.02.2019 19:00;1250.8722;1007.9175;1284.4;1040.4;53.52;53.52;53.52;53.52
1549648800;08.02.2019 20:00;1214.3453;1001.2121;1238.6;941.6;49.17;49.17;49.17;49.17
1549652400;08.02.2019 21:00;1153.774;885.2746;1181.8;940;48.97;48.97;48.97;48.97
1549656000;08.02.2019 22:00;1088.1974;911.3711;1099.9;939.1;47.93;47.93;47.93;47.93
1549659600;08.02.2019 23:00;1010.1481;884.5399;1012.6;937.9;47.3;47.3;47.3;47.3
1549663200;09.02.2019 00:00;933.3052;891.6558;952.7;933.8;44.24;44.24;44.24;44.24
1549666800;09.02.2019 01:00;899.1456;894.325;915.1;929.9;46.57;46.57;41.64;46.57
1549670400;09.02.2019 02:00;875.904;884.4702;900.1;922.3;45.91;45.91;39.67;45.91
1549674000;09.02.2019 03:00;855.066;880.07;893.1;915.8;45.02;45.02;38.09;45.02
1549677600;09.02.2019 04:00;852.1674;891.9142;894.3;913.1;44.69;44.69;38.03;44.69
1549681200;09.02.2019 05:00;845.3931;913.8545;902.5;919.5;45.59;45.59;45.59;45.59
1549684800;09.02.2019 06:00;850.8307;914.1431;936.8;923.9;46.43;46.43;46.43;46.43
1549688400;09.02.2019 07:00;888.9903;920.0859;994.7;982.1;45.98;45.98;45.98;45.98
1549692000;09.02.2019 08:00;938.7495;947.3023;1054.1;1001.9;46.54;46.54;46.54;46.54
1549695600;09.02.2019 09:00;1009.6258;940.8337;1110.4;1007.3;46.63;46.63;46.63;46.63
1549699200;09.02.2019 10:00;1060.7007;956.4341;1142.8;1010.5;48.17;48.17;48.17;48.17
1549702800;09.02.2019 11:00;1070.3478;950.0247;1153.4;1012.9;48.7;48.7;48.7;48.7
1549706400;09.02.2019 12:00;1070.9467;953.7929;1148.9;1016.3;48.64;48.64;48.64;48.64
1549710000;09.02.2019 13:00;1049.8035;955.2722;1143.8;1018.3;48.36;48.36;48.36;48.36
1549713600;09.02.2019 14:00;1043.593;951.6016;1139.4;1016.3;47.82;47.82;47.82;47.82
1549717200;09.02.2019 15:00;1036.2261;919.689;1135.7;1015.3;47.22;47.22;47.22;47.22
1549720800;09.02.2019 16:00;1032.8622;946.3047;1145.3;1014.8;47.01;47.01;47.01;47.01
1549724400;09.02.2019 17:00;1076.7469;934.4774;1220.1;1014.8;48.12;48.12;48.12;48.12
1549728000;09.02.2019 18:00;1137.562;955.879;1217.6;1019.8;49.4;49.4;49.4;49.4
1549731600;09.02.2019 19:00;1119.504;977.965;1181.8;1021.6;49.35;49.35;49.35;49.35
1549735200;09.02.2019 20:00;1076.8903;969.1497;1144.6;1022.6;47.51;47.51;47.51;47.51
1549738800;09.02.2019 21:00;1045.3619;955.8931;1102.1;1024.8;45.91;45.91;45.91;45.91
1549742400;09.02.2019 22:00;998.9673;989.8306;1047;1024.6;46.67;46.67;43.63;46.67
1549746000;09.02.2019 23:00;956.6709;915.2168;980.4;962.8;46.65;46.65;38.62;46.65
1549749600;10.02.2019 00:00;913.0457;888.8918;929.6;931.5;46.19;46.19;29.83;46.19
1549753200;10.02.2019 01:00;878.4094;856.2996;905.1;914.8;44.12;44.12;39.01;44.12
1549756800;10.02.2019 02:00;864.4348;879.2285;881.9;909.4;42.25;42.25;38.07;42.25
1549760400;10.02.2019 03:00;837.4546;887.2946;868.7;911;40.85;40.85;39.02;40.85
1549764000;10.02.2019 04:00;830.5866;911.5447;861.8;915.5;40.3;40.3;39.04;40.3
1549767600;10.02.2019 05:00;827.8459;888.7785;870;923.3;41.27;41.27;41.27;41.27
1549771200;10.02.2019 06:00;842.8759;890.4438;894.2;926.1;43.42;43.42;37.1;43.42
1549774800;10.02.2019 07:00;875.0016;910.5952;935.7;929.3;43;43;43;43
1549778400;10.02.2019 08:00;928.8502;913.5793;981.8;929.5;44.06;44.06;44.06;44.06
1549782000;10.02.2019 09:00;975.8533;903.6894;1038.6;929.6;44.72;44.72;44.72;44.72
1549785600;10.02.2019 10:00;1029.0167;915.647;1079.8;931.2;44.97;44.97;44.97;44.97
1549789200;10.02.2019 11:00;1052.9048;891.2332;1088.2;932.4;45.67;45.67;45.67;45.67
1549792800;10.02.2019 12:00;1045.7975;881.4197;1085.8;946.4;46.07;46.07;46.07;46.07
1549796400;10.02.2019 13:00;1041.7332;885.9256;1083.4;942.9;46.47;46.47;46.47;46.47
1549800000;10.02.2019 14:00;1038.0282;890.0007;1077.8;937;46.82;46.82;46.82;46.82
1549803600;10.02.2019 15:00;1032.2836;864.4224;1080.2;928.8;46.9;46.9;46.9;46.9
1549807200;10.02.2019 16:00;1042.4644;851.5767;1100.9;922.7;47.04;47.04;47.04;47.04
1549810800;10.02.2019 17:00;1083.7723;825.2396;1175.9;916.7;48.21;48.21;48.21;48.21
1549814400;10.02.2019 18:00;1168.3047;812.7094;1198.2;912.9;49.41;49.41;49.41;49.41
1549818000;10.02.2019 19:00;1155.3744;860.7263;1183.8;900.1;49.73;49.73;49.73;49.73
1549821600;10.02.2019 20:00;1140.7006;876.7663;1148.7;877.2;49.48;49.48;49.48;49.48
1549825200;10.02.2019 21:00;1091.8182;894.7365;1101.4;872.4;48.14;48.14;48.14;48.14
1549828800;10.02.2019 22:00;1034.1029;830.4797;1035.8;880.6;47.25;47.25;47.25;47.25
1549832400;10.02.2019 23:00;965.0838;821.8081;957.5;865.1;46.62;46.62;38.04;46.62
1549836000;11.02.2019 00:00;891.7524;797.8235;911.3;838.4;45.57;45.57;38.01;45.57
1549839600;11.02.2019 01:00;857.4058;821.4456;905.2;835.2;45.93;45.93;36.07;45.93
1549843200;11.02.2019 02:00;840.4438;810.9019;942.1;850;44.94;44.94;36.06;44.94
1549846800;11.02.2019 03:00;843.9822;827.3898;887.3;807.1;44.44;44.44;36.07;44.44
1549850400;11.02.2019 04:00;844.6187;788.4932;934;837.4;44.21;44.21;37.06;44.21
1549854000;11.02.2019 05:00;868.2615;763.3045;938.3;818.9;44.78;44.78;40.22;44.78
1549857600;11.02.2019 06:00;938.1604;868.7454;1060.1;895;51.08;51.08;51.08;51.08
1549861200;11.02.2019 07:00;1106.7725;900.2525;1209.4;888.2;52.02;52.02;51.05;52.02
1549864800;11.02.2019 08:00;1215.8483;888.6203;1300.3;892.6;53.39;53.39;53.39;53.39
1549868400;11.02.2019 09:00;1289.4987;885.4827;1343;906.8;55.18;55.18;55.18;55.18
1549872000;11.02.2019 10:00;1302.6255;884.2805;1342.7;909.6;55.39;55.39;55.39;55.39
1549875600;11.02.2019 11:00;1314.0732;865.0361;1339.7;880.5;55.39;55.39;55.39;55.39
1549879200;11.02.2019 12:00;1287.3553;861.6306;1332.7;889.2;52.41;52.41;52.41;52.41
1549882800;11.02.2019 13:00;1306.0718;860.6227;1328.3;828.6;51.5;51.5;51.5;51.5
1549886400;11.02.2019 14:00;1299.0295;831.0745;1317.1;846.3;54.61;54.61;54.61;54.61
1549890000;11.02.2019 15:00;1293.6141;825.226;1316.5;836.7;54.98;54.98;54.98;54.98
1549893600;11.02.2019 16:00;1290.3313;808.0422;1300.9;827.3;53.22;53.22;53.22;53.22
1549897200;11.02.2019 17:00;1276.3716;793.9362;1333.8;811.9;53.49;53.49;53.49;53.49
1549900800;11.02.2019 18:00;1305.48;782.9724;1327.6;837.2;55.53;55.53;55.53;55.53
1549904400;11.02.2019 19:00;1254.0499;789.27;1295.8;847.5;55.51;55.51;55.51;55.51
1549908000;11.02.2019 20:00;1226.4537;800.0058;1250.7;848;51.23;51.23;51.23;51.23
1549911600;11.02.2019 21:00;1193.3197;777.5761;1195.4;786;47.96;47.96;47.96;47.96
1549915200;11.02.2019 22:00;1115.5289;702.175;1106.6;794.8;47.06;47.06;47.06;47.06
1549918800;11.02.2019 23:00;1026.9454;736.2382;1022.1;807.9;45.21;45.21;45.21;45.21
1549922400;12.02.2019 00:00;940.4728;734.7798;964;822.5;41.92;41.92;41.92;41.92
1549926000;12.02.2019 01:00;900.4208;794.8765;931.2;863.6;40.69;40.69;40.69;40.69
1549929600;12.02.2019 02:00;871.1851;828.1489;919.8;876.5;39.89;39.89;39.89;39.89
1549933200;12.02.2019 03:00;851.8176;822.7793;915.6;853.4;39.43;39.43;39.43;39.43
1549936800;12.02.2019 04:00;844.5696;819.9749;923.4;864.8;39.86;39.86;39.86;39.86
1549940400;12.02.2019 05:00;871.6289;806.4293;963.8;884;43.31;43.31;43.31;43.31
1549944000;12.02.2019 06:00;928.7065;819.7715;1091.9;901.4;46.31;46.31;46.31;46.31
1549947600;12.02.2019 07:00;1083.6934;829.4004;1240.4;919.6;48.27;48.27;48.27;48.27
1549951200;12.02.2019 08:00;1167.2191;899.1826;1331.9;1018.7;53.73;53.73;53.73;53.73
1549954800;12.02.2019 09:00;1256.4741;957.5692;1360;1011.7;53.72;53.72;53.72;53.72
1549958400;12.02.2019 10:00;1259.9863;967.665;1362.5;1028.5;55.95;55.95;55.95;55.95
1549962000;12.02.2019 11:00;1254.6128;954.4571;1355.7;1046.1;54.32;54.32;54.32;54.32
1549965600;12.02.2019 12:00;1222.9014;951.9442;1333.8;1003.5;50.71;50.71;50.71;50.71
1549969200;12.02.2019 13:00;1239.4642;881.6639;1345.1;982.3;50.02;50.02;50.02;50.02
1549972800;12.02.2019 14:00;1233.0121;885.7404;1328.3;915.8;49.59;49.59;49.59;49.59
1549976400;12.02.2019 15:00;1223.329;843.8282;1328;961;52.04;52.04;52.04;52.04
1549980000;12.02.2019 16:00;1222.991;901.6456;1312.8;949.4;51.86;51.86;51.86;51.86
1549983600;12.02.2019 17:00;1213.4962;864.1956;1396.1;973.4;53.02;53.02;53.02;53.02
1549987200;12.02.2019 18:00;1295.7196;866.1722;1359.1;976.7;55.56;55.56;55.56;55.56
1549990800;12.02.2019 19:00;1260.3146;891.1321;1334.7;966;59.02;56.39;59.02;59.02
1549994400;12.02.2019 20:00;1229.5087;924.3488;1295.2;881.3;49.73;49.35;49.73;49.73
1549998000;12.02.2019 21:00;1197.3063;814.8992;1240.3;841.4;47.93;47.93;47.93;47.93
1550001600;12.02.2019 22:00;1131.8436;746.6475;1150.7;830.6;47.37;47.37;47.37;47.37
1550005200;12.02.2019 23:00;1039.2948;762.0019;1050.6;822.7;46.86;46.86;46.86;46.86
1550008800;13.02.2019 00:00;958.5154;697.6398;996;793.6;46.1;46.1;46.1;46.1
1550012400;13.02.2019 01:00;918.4646;712.3841;953.7;775.9;43.78;43.78;43.78;43.78
1550016000;13.02.2019 02:00;896.7274;731.0744;939.7;754.4;40.69;40.69;40.69;40.69
1550019600;13.02.2019 03:00;889.7429;769.2182;940;772.6;40.06;40.06;40.06;40.06
1550023200;13.02.2019 04:00;889.8912;773.4315;945.7;774.4;39.71;39.71;39.71;39.71
1550026800;13.02.2019 05:00;890.7829;768.718;985.1;797.5;41.28;41.28;41.28;41.28
1550030400;13.02.2019 06:00;971.6782;780.3447;1105.7;816.7;49.41;49.41;43.29;49.41
1550034000;13.02.2019 07:00;1139.7653;810.3046;1269.9;903.2;52.32;52.32;47.11;52.32
1550037600;13.02.2019 08:00;1215.8599;905.1765;1351.2;934.2;53.22;53.22;53.22;53.22
1550041200;13.02.2019 09:00;1308.0327;928.5283;1380.4;927.6;54.07;54.07;54.07;54.07
1550044800;13.02.2019 10:00;1324.8722;863.3394;1375.7;917.4;54.07;54.07;54.07;54.07
1550048400;13.02.2019 11:00;1310.3317;840.7673;1364.7;880.7;52.54;52.54;52.54;52.54
1550052000;13.02.2019 12:00;1267.371;769.666;1348.3;773.5;49.15;49.15;49.15;49.15
1550055600;13.02.2019 13:00;1283.8107;685.1882;1362.6;846.9;51.24;51.24;51.24;51.24
1550059200;13.02.2019 14:00;1279.871;794.1268;1353.1;825;49.77;49.77;49.77;49.77
1550062800;13.02.2019 15:00;1270.7129;809.7045;1345.9;848.3;49.99;49.99;49.99;49.99
1550066400;13.02.2019 16:00;1262.8059;747.1807;1326.1;794.2;47.43;47.43;47.43;47.43
1550070000;13.02.2019 17:00;1233.171;712.3168;1356.2;864.3;51.01;51.01;51.01;51.01
1550073600;13.02.2019 18:00;1304.905;834.1849;1345.2;901.8;54.37;54.37;54.37;54.37
1550077200;13.02.2019 19:00;1286.1114;856.5405;1325.8;923.2;53.52;53.52;53.52;53.52
1550080800;13.02.2019 20:00;1242.5889;859.022;1288.7;833.7;48.56;48.56;48.56;48.56
1550084400;13.02.2019 21:00;1204.3955;753.7273;1226.6;842;47.55;47.55;47.55;47.55
1550088000;13.02.2019 22:00;1131.3927;779.8486;1135.8;844.3;46.42;46.42;46.42;46.42
1550091600;13.02.2019 23:00;1016.5803;844.7124;1047.8;840.5;45.97;45.97;45.97;45.97
1550095200;14.02.2019 00:00;926.9751;855.8088;989.2;834;43.62;43.62;43.62;43.62
1550098800;14.02.2019 01:00;876.3074;831.8978;950.7;858.1;41.75;41.75;41.75;41.75
1550102400;14.02.2019 02:00;853.9085;853.9487;939.9;865.3;40.12;40.12;40.12;40.12
1550106000;14.02.2019 03:00;857.6328;802.7046;931.2;859.2;39.85;39.85;39.85;39.85
1550109600;14.02.2019 04:00;846.9091;821.388;937.3;847.6;40.6;40.6;40.6;40.6
1550113200;14.02.2019 05:00;865.9556;834.9842;977.2;840;43;43;43;43
1550116800;14.02.2019 06:00;931.7177;825.9529;1105;843.6;45.77;45.77;44.49;45.77
1550120400;14.02.2019 07:00;1100.9125;870.3196;1238.8;934.4;51.3;51.3;51.3;51.3
1550124000;14.02.2019 08:00;1191.08;917.9944;1309.2;936.6;59.27;59.27;59.27;59.27
1550127600;14.02.2019 09:00;1284.6862;860.47;1352.5;920.2;61.07;61.07;61.07;61.07
1550131200;14.02.2019 10:00;1252.6356;846.3208;1359.4;858.7;55.63;55.63;55.63;55.63
1550134800;14.02.2019 11:00;1239.548;804.8386;1346.9;870.1;51.74;51.42;51.74;51.74
1550138400;14.02.2019 12:00;1228.0436;775.3889;1326.8;810.3;47.56;46.12;47.56;47.56
1550142000;14.02.2019 13:00;1231.8025;760.2137;1330.8;799.6;47.55;44.7;47.55;47.55
1550145600;14.02.2019 14:00;1224.1517;732.1277;1295.7;758.1;46.98;44.65;46.98;46.98
1550149200;14.02.2019 15:00;1236.5448;813.7998;1300.5;897;52.03;45.48;52.03;52.03
1550152800;14.02.2019 16:00;1226.1725;899.5544;1280.8;921.1;51.04;45.99;51.04;51.04
1550156400;14.02.2019 17:00;1208.1909;895.2526;1311.5;972.6;51.13;47.47;51.13;51.13
1550160000;14.02.2019 18:00;1280.5684;943.459;1324.9;978.6;54.29;48.77;54.29;54.29
1550163600;14.02.2019 19:00;1250.6719;1004.222;1294.6;984.7;53.03;48.16;53.03;53.03
1550167200;14.02.2019 20:00;1209.7928;954.1453;1250.5;889.1;46.99;46.11;46.99;46.99
1550170800;14.02.2019 21:00;1165.1959;851.2148;1199.2;898.4;44.98;44.98;44.98;44.98
1550174400;14.02.2019 22:00;1091.0502;837.0909;1106.9;902;44.3;44.3;44.3;44.3
1550178000;14.02.2019 23:00;995.6199;856.0874;1013.5;899.4;43.84;43.84;43.84;43.84
1550181600;15.02.2019 00:00;920.8721;854.0453;936.5;888.3;42.76;42.76;42.76;42.76
1550185200;15.02.2019 01:00;856.816;885.677;913.8;900.2;42.7;42.7;42.7;42.7
1550188800;15.02.2019 02:00;856.8283;837.2244;897.5;886.1;41.18;41.18;41.18;41.18
1550192400;15.02.2019 03:00;845.3204;808.9915;892;880.6;40.35;40.35;40.35;40.35
1550196000;15.02.2019 04:00;833.7891;864.4473;900.1;877.5;39.59;39.59;39.59;39.59
1550199600;15.02.2019 05:00;855.6072;870.2584;931.8;878.3;41.1;41.1;41.1;41.1
1550203200;15.02.2019 06:00;929.125;800.0587;1073.1;875.7;43.67;43.67;43.67;43.67
1550206800;15.02.2019 07:00;1084.8334;837.7695;1208.7;873.5;46.28;46.28;46.28;46.28
1550210400;15.02.2019 08:00;1177.804;936.215;1284.1;987.4;58.02;45.62;58.02;58.02
1550214000;15.02.2019 09:00;1264.1058;949.0479;1314.3;985.6;58.08;45.94;58.08;58.08
1550217600;15.02.2019 10:00;1268.663;929.5941;1318.5;990.3;54.08;45.94;54.08;54.08
1550221200;15.02.2019 11:00;1255.8207;921.9475;1304.5;993.8;50.78;45.99;50.78;50.78
1550224800;15.02.2019 12:00;1215.212;965.1245;1290;896;44.63;44.63;44.63;44.63
1550228400;15.02.2019 13:00;1216.416;833.5378;1295;905.9;43.73;43.73;43.73;43.73
1550232000;15.02.2019 14:00;1197.2189;844.8058;1269;943.2;43.36;43.36;43.36;43.36
1550235600;15.02.2019 15:00;1191.0499;1022.0829;1267.3;1059.4;47.8;43.84;47.8;47.8
1550239200;15.02.2019 16:00;1189.2906;907.387;1241.6;983.1;47.89;44.41;47.89;47.89
1550242800;15.02.2019 17:00;1179.8187;962.4611;1264.9;986.5;49.96;46.83;49.96;49.96
1550246400;15.02.2019 18:00;1251.939;962.494;1276;987.1;52.32;48.75;52.32;52.32
1550250000;15.02.2019 19:00;1227.7415;970.1059;1250.3;973.1;53.04;51.64;53.04;53.04
1550253600;15.02.2019 20:00;1192.7194;938.2905;1208.5;807.9;45.01;45.01;45.01;45.01
1550257200;15.02.2019 21:00;1151.9406;756.2696;1156.3;784.6;44.35;44.35;44.35;44.35
1550260800;15.02.2019 22:00;1081.7915;750.3666;1073.3;777.7;43.37;43.37;43.37;43.37
1550264400;15.02.2019 23:00;982.7639;741.5397;977;778.1;43.37;43.37;43.37;43.37
1550268000;16.02.2019 00:00;918.409;738.812;916.4;806;39.92;39.92;39.92;39.92
1550271600;16.02.2019 01:00;861.7242;718.1611;893.6;748.4;39.67;39.67;39.67;39.67
1550275200;16.02.2019 02:00;837.1129;727.6064;873;756.3;37.16;37.16;37.16;37.16
1550278800;16.02.2019 03:00;796.0405;726.6497;863.9;731.3;36;36;36;36
1550282400;16.02.2019 04:00;796.0938;757.6888;864.1;814.4;36.29;36.29;36.29;36.29
1550286000;16.02.2019 05:00;813.7568;773.0875;866.4;830.1;36.52;36.52;36.52;36.52
1550289600;16.02.2019 06:00;831.7277;766.679;908.1;841.5;35.5;35.5;35.5;35.5
1550293200;16.02.2019 07:00;893.0046;784.0875;960.3;824.1;38.39;38.39;38.39;38.39
1550296800;16.02.2019 08:00;914.175;795.8271;1016.9;821.9;40.39;40.39;40.39;40.39
1550300400;16.02.2019 09:00;982.205;809.9474;1083.9;827.6;40.94;40.94;40.94;40.94
1550304000;16.02.2019 10:00;1019.1342;798.9526;1109.7;818.9;40.92;40.92;40.92;40.92
1550307600;16.02.2019 11:00;1006.361;808.3442;1107.8;852.5;41.67;41.67;41.67;41.67
1550311200;16.02.2019 12:00;988.2275;801.3616;1103.8;874.2;41.33;41.33;41.33;41.33
