System;Total production;Total surplus;Total shortage;Total unused;Net surplus;Average cost;Difference from arbitrage
Renewables - 100 GWh storage;10326380.0843288;726104.959658756;-193086.433802727;1235964.64358813;533018.525856029;166.864930200544;-2.11471861734853
Renewables - 100 GWh storage;9595611.1904156;432596.119482601;-348143.819763798;555972.752490813;84452.2997188033;128.414788812442;-3.14491592904207
Renewables - 100 GWh storage;7526781.3520607;154801.558844006;-1481841.4301982;148215.879740939;-1327039.87135419;184.081352659247;0.5679128929767
Renewables - 100 GWh storage;10789599.191188;731482.656450998;-152684.28345478;1383442.95825545;578798.372996219;140.739334772288;-1.7984647820544
Renewables - 100 GWh storage;9780201.95383495;540602.517841203;-563738.278268326;1148329.71714371;-23135.7604271226;263.185288175235;-0.679144731901395
Renewables - 100 GWh storage;10029164.6964385;651159.891622726;-439136.493703242;1146030.22837391;212023.397919484;139.101052804377;-1.6377409520692
Renewables - 100 GWh storage;11357370.6587846;917974.995139858;-95875.4604556482;1791944.48347524;822099.53468421;201.270166920344;-0.905533813015744
Renewables - 100 GWh storage;9745175.49893733;682331.516155961;-402837.299576471;1230147.96999627;279494.216579489;150.767120009558;0.015097232984168
Renewables - 100 GWh storage;9930762.99931461;534028.943656821;-197139.454627232;798665.705239007;336889.489029589;120.904569043439;-2.58568984310391
Renewables - 100 GWh storage;11754130.2119907;1084761.54590588;-67896.5585172546;2166248.46343613;1016864.98738862;194.373104666258;0.278794937695899
Renewables - 100 GWh storage;8967185.59512548;399929.250586606;-843493.914077631;591774.170460298;-443564.663491026;191.720609873975;0.247820574446294
Renewables - 100 GWh storage;8971275.90047072;362333.893518569;-523771.020113631;390808.190129024;-161437.126595061;191.690240239137;-1.54505340783649
Renewables - 100 GWh storage;9324135.53551563;399398.048855221;-548336.221360875;533053.181475302;-148938.172505654;177.746017427959;-1.17128964254199
Renewables - 100 GWh storage;9412476.39686674;478464.859897974;-280484.914079211;765784.993168249;197979.945818763;172.696218734602;-2.08162034835149
Renewables - 100 GWh storage;8904312.23476716;372625.375850293;-653497.65064137;480162.158278552;-280872.274791077;174.868081781667;-0.602950865153161
Renewables - 100 GWh storage;8603719.68305046;292818.50001067;-776994.197998616;434602.003500237;-484175.697987946;158.295770828844;-2.28220875147015
Renewables - 100 GWh storage;9623222.10277268;438525.441512124;-287025.234763769;720788.651594664;151500.206748355;110.530689439506;-0.986195963392476
Renewables - 100 GWh storage;8450659.27962201;262897.563284875;-790057.814328761;301399.998122899;-527160.251043887;150.11104192467;-1.55108060813755
Renewables - 100 GWh storage;9179121.96905857;459065.683104168;-450134.419650377;552178.019226117;8931.26345379152;206.242874702591;-2.16579910379426
Renewables - 100 GWh storage;7620663.18947896;177614.961110958;-1362182.50814646;146054.963176232;-1184567.5470355;105.367245011617;-0.276670841044748
Renewables - 100 GWh storage;10230260.3541913;675992.294026137;-241529.829744897;1129155.68560129;434462.464281241;162.979481121742;-1.84704296481628
Renewables - 100 GWh storage;9196228.76762747;530311.226374729;-610306.543999428;710876.618940577;-79995.3176246989;189.162364779022;-0.950114450449149
Renewables - 100 GWh storage;8924597.25293898;340490.405134918;-663105.671323724;308975.045260669;-322615.266188805;126.131761973511;-2.5743307402782
Renewables - 100 GWh storage;9133080.71011411;414505.852445221;-600830.476264027;562760.190291529;-186324.623818806;145.515780213764;0.222452295764093
Renewables - 100 GWh storage;10066473.0610413;603774.952838345;-328813.746390627;1148467.17564439;274961.206447718;192.764867319313;-2.51445355308149
Renewables - 100 GWh storage;9422205.27047311;489694.340082661;-263013.890610494;714439.295977999;226680.449472167;186.920186423982;-0.859259328129639
Renewables - 100 GWh storage;9932744.59048077;574494.007492906;-144144.79436247;866085.572649231;430349.213130436;116.078090716049;-0.18023806812171
Renewables - 100 GWh storage;11498856.8442193;1036089.79301466;-59197.6958149234;1899198.99855683;976892.097199735;148.006903858835;0.237964463607888
Renewables - 100 GWh storage;10712853.1996606;736641.018411294;-167042.23430733;1401250.4842484;569598.784103964;114.635762561174;-0.587138402684737
Renewables - 100 GWh storage;8846905.47175191;406953.359379117;-682404.668271081;528684.939239151;-275451.308891964;123.465739347744;0.260925755457009
Renewables - 100 GWh storage;9000412.92451642;439375.65869566;-626561.066056546;504357.61736461;-187185.407360886;175.879217929424;0.760502610062986
Renewables - 100 GWh storage;11122887.6023724;819248.217997571;-217063.060436593;1759446.4059506;602185.157560979;112.496866772643;-1.77356981705076
Renewables - 100 GWh storage;9539589.57413769;465687.844472372;-299270.549360106;766792.108990492;166417.295112266;143.914772390898;-1.64867422462592
Renewables - 100 GWh storage;10110315.7531636;540984.809449469;-304907.970328143;811981.610312939;236076.839121327;111.570051691723;-1.19430844969226
Renewables - 100 GWh storage;8309884.14394493;320697.837579073;-1045197.78015049;429866.68943174;-724499.942571422;200.588945220516;0.417823628393734
Renewables - 100 GWh storage;9881547.15856829;634410.148598461;-563573.592643785;1272456.41760086;70836.5559546768;162.714421140416;-2.58532431393591
Renewables - 100 GWh storage;7957876.89338234;252865.50279095;-1144653.30147639;256281.548594595;-891787.798685441;127.946996675127;-0.704695030853529
Renewables - 100 GWh storage;9478845.45872515;497536.38684379;-419819.609133343;773389.454848115;77716.7777104469;192.801552794678;-2.53699742980044
Renewables - 100 GWh storage;9343069.92036669;494795.166585488;-604804.002603531;813326.035502275;-110008.836018043;139.699784676412;-0.742062001099967
Renewables - 100 GWh storage;8178154.31550025;252619.866771248;-1065401.84550837;274687.653094275;-812781.978737129;147.53576812452;-2.9883784704293
Renewables - 100 GWh storage;10968918.5819311;839776.40719179;-47035.9016244017;1568764.96312999;792740.505567389;222.524673937207;-1.52995304375195
Renewables - 100 GWh storage;9364156.1244972;423941.850546076;-284577.050390177;484435.151770592;139364.800155899;98.519718004964;-1.09547771049276
Renewables - 100 GWh storage;9017878.57621628;385002.462495394;-395829.665909114;523626.045056985;-10827.2034137197;146.787994387134;-2.09696135065045
Renewables - 100 GWh storage;9359081.10757499;469561.915354476;-463137.798731013;650706.186812225;6424.11662346269;155.368614225516;-2.53702998643367
Renewables - 100 GWh storage;10749011.2229648;814939.344806028;-150051.648433862;1553901.26175923;664887.696372167;170.639909803252;-1.4693770488314
Renewables - 100 GWh storage;8974478.03447997;441139.064524371;-553213.879783469;626964.354208613;-112074.815259098;154.603037771361;-2.0562677558313
Renewables - 100 GWh storage;9269019.78373023;425818.9156031;-653043.330105462;551158.04309403;-227224.414502362;153.550637891735;-1.99923070587098
Renewables - 100 GWh storage;8843567.82054904;405541.606983815;-565422.877556291;501433.182778275;-159881.270572476;149.12003051055;-2.24796820460944
Renewables - 100 GWh storage;8713755.47719605;327665.51110141;-717116.810014789;413912.872005849;-389451.298913379;124.001871442621;-0.50197340055729
Renewables - 100 GWh storage;10201456.5651767;579101.050258751;-153525.281903785;888334.260005078;425575.768354965;137.261203144615;-1.19682558953565
Renewables - 100 GWh storage;9906090.23348388;535013.541491112;-274231.803746071;813991.751703777;260781.737745041;182.32135268348;-1.2923032557997
Renewables - 100 GWh storage;8511701.12294349;255059.941437296;-657927.794172653;267232.154556705;-402867.852735356;127.429790384497;0.133864107257189
Renewables - 100 GWh storage;9299200.67226724;416909.255605398;-558643.255305825;516447.35824492;-141733.999700428;122.571244849136;-1.5368246039844
Renewables - 100 GWh storage;9114846.24845706;450028.016760887;-745447.153546164;685887.472897801;-295419.136785277;211.563312556324;-2.09120612699656
Renewables - 100 GWh storage;9742289.14818572;474466.43006684;-286675.085380575;878408.418523616;187791.344686265;158.422825922389;-1.11427629808031
Renewables - 100 GWh storage;9038609.59973222;342696.704883201;-695612.804924825;351734.796844684;-352916.100041624;169.212191997481;-0.349955028011543
Renewables - 100 GWh storage;8865760.20196608;438821.131447142;-905516.822318354;674383.522711983;-466695.690871213;157.690667048347;-2.61402951432112
Renewables - 100 GWh storage;8301845.77966447;274247.0581355;-1264740.42013977;359573.612971623;-990493.362004275;223.510753818317;-0.726271338868955
Renewables - 100 GWh storage;9702812.66145211;553549.664258013;-270827.092655721;950020.47885094;282722.571602291;164.498982467989;-2.21850791974079
Renewables - 100 GWh storage;8551306.32079355;254621.583534526;-538092.419400433;280989.559055392;-283470.835865906;147.448517752225;-1.13971353670964
Renewables - 100 GWh storage;10914748.7489431;762618.326349827;-108032.174308338;1438876.53193696;654586.152041489;185.275476946291;-1.47772650262075
Renewables - 100 GWh storage;11020577.2033965;856283.949365389;-86280.8283427867;1545089.73781435;770003.121022603;130.093919704764;-0.125131005827846
Renewables - 100 GWh storage;7881551.25437602;204877.634568565;-1065098.18248906;182023.427950784;-860220.547920492;132.063769140429;-1.35388316480114
Renewables - 100 GWh storage;7983955.05820949;269971.811215219;-1369242.58197167;377264.511968227;-1099270.77075645;124.731293901229;-1.67601470155684
Renewables - 100 GWh storage;8791093.0116693;378333.970755125;-1035486.84891542;626026.943763473;-657152.878160291;142.735931696104;-2.00478015493491
Renewables - 100 GWh storage;8612183.74191222;336550.186589438;-826833.080514371;437117.927276317;-490282.893924933;194.119689510368;-1.50201535119277
Renewables - 100 GWh storage;9884463.33581474;592894.48861529;-313021.18031584;968619.980387202;279873.30829945;148.185429302801;-0.173273786197647
Renewables - 100 GWh storage;9882941.37502146;586204.444519988;-269053.478853013;943254.054877424;317150.965666975;96.4439803504101;0.421585538866353
Renewables - 100 GWh storage;10257602.6911152;599748.220783786;-552683.98519198;1221608.10838139;47064.235591807;156.327974500489;-3.06400714315128
Renewables - 100 GWh storage;8977137.2489406;329081.216925924;-616593.60830474;471267.716826004;-287512.391378816;253.615926217744;0.820389149186525
Renewables - 100 GWh storage;9683355.78614918;517935.634460744;-282685.12440171;869075.169259158;235250.510059034;122.173815436662;-2.2443842009007
Renewables - 100 GWh storage;8650866.8965677;309772.955997388;-624765.485704483;371810.140364735;-314992.529707095;299.365674957853;-2.74933621055905
Renewables - 100 GWh storage;8200896.00153425;313026.963295352;-1046173.83212361;403372.568443699;-733146.868828257;127.880712931026;-1.34962480682439
Renewables - 100 GWh storage;10192435.3221449;669014.306298328;-292622.412393793;1159613.29179513;376391.893904535;109.811055237989;-1.04019007675191
Renewables - 100 GWh storage;7010865.2157341;108003.467626667;-1908376.61778932;88227.4870932746;-1800373.15016265;156.607681944853;-0.429195533156161
Renewables - 100 GWh storage;8447677.6524851;288142.903143137;-711128.966148698;307125.753425822;-422986.063005561;183.143980729332;-1.00506021864715
Renewables - 100 GWh storage;10337872.8310491;695522.688284264;-42599.9133440488;1292681.85952505;652922.774940215;109.226034558072;-3.14382241544097
Renewables - 100 GWh storage;9874334.998785;527521.564701785;-139999.701942168;767708.095303428;387521.862759617;203.089863877251;-2.99722314247283
Renewables - 100 GWh storage;8765716.69196898;310396.851943305;-1040797.09883963;485368.638755481;-730400.246896325;244.723127677055;-1.68547910631354
Renewables - 100 GWh storage;10481661.5412605;661030.459089242;-417607.95054119;1564912.08291725;243422.508548052;169.464293838821;-0.393284834920003
Renewables - 100 GWh storage;7785838.88102774;200800.275372344;-1331908.83082835;136873.003771487;-1131108.55545601;228.632865283254;0.964836866143969
Renewables - 100 GWh storage;11227308.3808483;870891.291211168;-58573.4453876486;1916663.07685755;812317.84582352;112.226317199956;-0.337786805055437
Renewables - 100 GWh storage;10269118.5799281;695429.92271683;-120387.430646764;1371805.36563368;575042.492070067;106.437582543749;-1.27536788331438
Renewables - 100 GWh storage;8483903.59917719;272464.064341063;-797136.975616708;279540.129319589;-524672.911275646;104.800583619;-1.50963466970687
Renewables - 100 GWh storage;10037685.83414;630201.659443209;-206252.896303042;1147973.80344255;423948.763140168;165.710114681114;0.16397215977333
Renewables - 100 GWh storage;9172844.62842494;356881.630870827;-428582.935739674;454795.699468412;-71701.3048688475;113.574634198471;-1.23822998618144
Renewables - 100 GWh storage;8716592.05603076;297687.946938901;-896535.607304423;370284.739161753;-598847.660365521;187.968261205686;-0.691212409767345
Renewables - 100 GWh storage;9369420.89584992;453113.833223705;-462480.929012766;662512.013121441;-9367.09578906101;126.728319871471;-2.91676480866636
Renewables - 100 GWh storage;10047589.0751464;620272.203530009;-350191.827481326;1097845.99495022;270080.376048683;146.132746523291;-0.693695881474014
Renewables - 100 GWh storage;7862728.03950097;197165.948906813;-1202616.29553874;186913.211426545;-1005450.34663193;195.459182715392;-0.724605465953189
Renewables - 100 GWh storage;9643439.00332482;515102.506272989;-383850.557182799;857827.846612462;131251.949090189;156.60690112927;-1.22169696574987
Renewables - 100 GWh storage;10105076.3153395;658633.403527185;-322937.853421027;1338265.88676452;335695.550106158;184.09946661158;-0.137847259349364
Renewables - 100 GWh storage;8469563.53413593;232541.96621906;-884204.545068886;246851.054501908;-651662.578849826;126.756321787856;-1.12140840993985
Renewables - 100 GWh storage;8672340.15307204;307202.548372833;-598087.659748416;364762.686565037;-290885.111375582;130.577931973751;-0.953938756787963
Renewables - 100 GWh storage;9129073.6572831;469882.592534669;-952250.447361157;768406.451716908;-482367.854826489;156.751090133228;-1.81871303090971
Renewables - 100 GWh storage;10442326.68226;780225.778542565;-202605.825569011;1263708.74753482;577619.952973553;139.284244151437;-2.44716152812028
Renewables - 100 GWh storage;6773171.71696783;112524.232412621;-1980878.77099874;58088.0607039889;-1868354.53858612;319.848149623648;-0.808505495178281
Renewables - 100 GWh storage;10528881.7689694;703387.274865477;-281231.143548188;1323399.91501884;422156.13131729;149.120012122853;-0.935888987351319
Renewables - 100 GWh storage;9343845.29769904;432287.309880472;-605680.985104613;639244.442265615;-173393.675224142;190.421339071988;-2.66079409697419
Renewables - 100 GWh storage;9497328.72786375;559231.132915825;-405230.459376543;970686.069174454;154000.673539281;150.241711513348;-1.38370425713264
Renewables - 100 GWh storage;10004957.1994497;591512.304301216;-370045.082843007;1048562.82774059;221467.221458209;149.14465687952;0.12182423300456
Renewables - 100 GWh storage;10132670.1334473;670150.831024872;-196412.377332901;1221130.64673424;473738.45369197;122.689364511308;-0.66823482306884
Renewables - 100 GWh storage;10058393.6369815;641162.646669984;-55396.4670415876;1010283.47388723;585766.179628396;117.553199803236;-0.360628385286944
Renewables - 100 GWh storage;11782917.8562832;1048291.36534517;-47702.0715495351;2259714.81432598;1000589.29379564;203.028635827194;-0.662101532345346
Renewables - 100 GWh storage;9250540.74234792;426976.640222833;-418571.745812654;595773.895845216;8404.89441017798;158.149003944031;-4.70551897016252
Renewables - 100 GWh storage;9109779.06394836;359384.094558835;-320439.988120287;506289.949185963;38944.1064385482;119.458544712977;-2.62356984647284
Renewables - 100 GWh storage;9578225.51816409;459199.470034778;-263741.134605216;615518.620422713;195458.335429561;186.416190072771;-2.54143069952707
Renewables - 100 GWh storage;10533821.4129914;780391.607990197;-154904.208717603;1263334.39671593;625487.399272594;168.281966416964;-0.246567316522487
Renewables - 100 GWh storage;9741613.39869713;516711.445562626;-322203.343980633;825854.469733392;194508.101581993;180.557765889165;-1.54736724100774
Renewables - 100 GWh storage;8704743.18347322;361692.203498382;-648907.595335775;476793.166563893;-287215.391837394;154.563264102408;-0.976767250475284
Renewables - 100 GWh storage;9716402.09267639;504798.699270862;-455687.981588041;910982.244397501;49110.7176828212;221.236114933065;0.444991290787328
Renewables - 100 GWh storage;10268840.2878586;634980.936858733;-183724.527480332;1123394.60200621;451256.409378401;116.686422337038;-1.31915227516554
Renewables - 100 GWh storage;9515285.60545103;545897.393100758;-286060.014189421;851482.130805195;259837.378911337;185.819663733612;0.265665002565271
Renewables - 100 GWh storage;9217298.76408527;365350.916475154;-154439.582867343;508921.618129542;210911.333607812;109.824718081702;-1.52606996971311
Renewables - 100 GWh storage;7805544.93998316;139659.674971818;-1213770.87991395;83757.7286934345;-1074111.20494213;118.220824989664;-0.444292203544457
Renewables - 100 GWh storage;10090075.1438149;591290.21644593;-207734.909439502;914948.37146617;383555.307006427;111.8089115618;-1.67056896599311
Renewables - 100 GWh storage;10291123.0038699;674261.16898402;-365657.67065369;1457225.43760032;308603.49833033;189.429483429716;-3.27750528838027
Renewables - 100 GWh storage;10603087.0946199;776817.952435278;-314804.153668305;1404768.03717382;462013.798766974;129.085743996331;-0.387008735579158
Renewables - 100 GWh storage;9692777.14538615;543634.267326686;-415703.494089019;882976.182668166;127930.773237667;161.71907692412;-0.79915257137538
Renewables - 100 GWh storage;10382854.0949599;724914.923688136;-118769.004585879;1182728.14781732;606145.919102258;235.86289463119;-1.88916680670135
Renewables - 100 GWh storage;10736245.4174395;745453.717729998;-183311.02358672;1286315.85717087;562142.694143277;130.782671790409;-0.756710414740141
Renewables - 100 GWh storage;9314083.66595508;444056.610029349;-114734.120540783;694878.108184496;329322.489488566;141.148074108859;-1.41091129415373
Renewables - 100 GWh storage;7077029.08239035;164009.326430359;-1425926.22471076;152978.234031195;-1261916.8982804;174.947221376929;-2.34488477053154
Renewables - 100 GWh storage;9551949.74680705;547213.601457479;-683437.54117937;770177.658776883;-136223.93972189;171.63922182973;1.01842369611582
Renewables - 100 GWh storage;9380033.61041369;405445.050003525;-499948.901279897;504774.209374952;-94503.8512763722;252.436730961884;-0.701665990437981
Renewables - 100 GWh storage;8662525.65677832;352275.99511109;-787926.620619277;450659.084555609;-435650.625508188;195.275630029388;-0.474646257592895
Renewables - 100 GWh storage;10656821.7669799;772017.003585376;-105659.574316031;1358224.98582416;666357.429269343;116.537763640532;-1.57541761693975
Renewables - 100 GWh storage;9853306.11835926;657898.773903057;-415540.094994059;1086946.4741494;242358.678908998;169.186438646586;-3.18966366209467
Renewables - 100 GWh storage;8404985.35892569;230133.060437948;-650912.284040401;211338.48934712;-420779.223602452;141.472162634202;-0.977175268482064
Renewables - 100 GWh storage;9543655.08457539;453272.829571617;-280872.883373556;701165.260853722;172399.94619806;149.856981706434;-0.961026928490362
Renewables - 100 GWh storage;9744611.24025648;461243.259538845;-336029.537568479;662633.905646519;125213.721970366;129.430329455356;-0.297910589878867
Renewables - 100 GWh storage;9443562.43827012;477905.496549159;-353305.676794726;844582.339874627;124599.819754433;173.248435062057;-1.24303108581277
Renewables - 100 GWh storage;10246039.3425652;663697.440545172;-227992.958519229;1087207.58528422;435704.482025943;130.639717830401;0.233509134714936
Renewables - 100 GWh storage;9193488.83687251;442053.918391181;-489931.519887237;738990.455157287;-47877.6014960556;165.124940762862;-2.98448989623353
Renewables - 100 GWh storage;9115212.29922345;393021.380328442;-481979.465554988;479039.541668265;-88958.0852265465;143.458245349947;-2.08761677205809
Renewables - 100 GWh storage;10601372.3364177;779063.544888959;-169036.803451286;1481035.9619941;610026.741437673;172.139218542918;0.100472852473139
Renewables - 100 GWh storage;9318478.38005358;433507.184293652;-465645.954824536;603086.081608665;-32138.7705308841;138.173573299706;0.844361729270496
Renewables - 100 GWh storage;9141414.04051107;420735.005808301;-596715.70307363;657547.475048257;-175980.697265329;169.875970284251;-1.40732246124377
Renewables - 100 GWh storage;9514559.22654862;525751.965534006;-654682.659037242;936614.657111281;-128930.693503236;123.411458261772;-0.967555492195046
Renewables - 100 GWh storage;7565494.53805978;175756.960187126;-1252871.55510271;134306.717544014;-1077114.59491559;127.185211397218;-1.67588872522374
Renewables - 100 GWh storage;9523588.39539759;479415.564630844;-491858.077962635;768054.611243453;-12442.5133317915;239.793579791618;-1.24055304846413
Renewables - 100 GWh storage;9412524.24197774;511077.273007348;-595059.078105823;761176.08608538;-83981.8050984759;93.9491348490038;-1.11793564239892
Renewables - 100 GWh storage;9487583.63085918;500967.224333139;-539569.817828227;858266.597237844;-38602.5934950872;124.641167089297;-2.56374632228282
Renewables - 100 GWh storage;9097995.26445265;360181.314297748;-515249.902938369;403285.815291541;-155068.588640621;130.369084554155;-1.58376312993299
Renewables - 100 GWh storage;11186012.5423667;849186.670124374;-61279.5409478523;1828240.28911604;787907.129176521;348.571499927012;-1.38400946412034
Renewables - 100 GWh storage;8440628.00909544;308843.221313485;-811245.92273636;373873.680878597;-502402.701422874;133.610705056249;-0.44376878651434
Renewables - 100 GWh storage;8524177.97538599;319710.643542864;-693365.161601402;341066.611875033;-373654.518058538;144.770841077985;-2.41539876274024
Renewables - 100 GWh storage;9398332.29471027;497065.766350774;-595694.488625618;704340.900859199;-98628.7222748432;200.325891875439;-0.106451685779049
Renewables - 100 GWh storage;10798124.8026168;829987.933417573;-30253.1033966752;1436929.03241749;799734.830020898;131.431232114964;-1.03304919462182
Renewables - 100 GWh storage;10097084.898038;684461.198071404;-353977.815679404;1358989.03375424;330483.382392;219.218902577033;-1.67130864218481
Renewables - 100 GWh storage;9542212.55348618;481062.067744296;-567200.342417858;791509.541986761;-86138.2746735617;123.814439312239;-0.899697504307781
Renewables - 100 GWh storage;8504272.73766081;263459.932048651;-587915.683186506;289840.048998056;-324455.751137854;92.7392184991585;0.805085420797781
Renewables - 100 GWh storage;7028934.667365;120063.10276432;-1542591.29475959;50979.1207695489;-1422528.19199527;145.909528602305;-1.90244665898477
Renewables - 100 GWh storage;8096142.79365345;226704.837451507;-1273414.17152812;269220.575129798;-1046709.33407662;157.251175318919;-1.26162984252969
Renewables - 100 GWh storage;10472345.3581857;707701.848348907;-152896.297691058;1258224.34576641;554805.55065785;115.891751096652;-1.04400695930049
Renewables - 100 GWh storage;8617242.23237369;297379.417053227;-649212.082577601;322041.982581086;-351832.665524374;183.631973628318;-0.521080454256847
Renewables - 100 GWh storage;10059927.7525642;643966.612834309;-107736.858327398;1119964.80203152;536229.75450691;156.864916281208;-0.441968364964346
Renewables - 100 GWh storage;8830428.51464685;276272.145732547;-585004.899772144;323077.242504357;-308732.754039596;148.119710379679;-1.3647631328837
Renewables - 100 GWh storage;9124829.34207372;408844.153060759;-416650.739736219;600801.221759585;-7806.58667546009;197.016601822572;0.001448881894632
Renewables - 100 GWh storage;10046402.0653656;580958.593827849;-216012.032535914;999655.856298782;364946.561291934;189.281683743424;-0.480397166613969
Renewables - 100 GWh storage;10685290.4618997;698633.029159255;-85054.7434539918;1398644.4699122;613578.285705263;112.135006236257;-0.800272330979752
Renewables - 100 GWh storage;7999788.80237993;229442.724216018;-1294931.73328881;286553.901396193;-1065489.00907279;126.617305831201;-1.8884383701363
Renewables - 100 GWh storage;10756028.005751;891130.777868153;-221793.923115179;1507854.72484316;669336.854752972;210.350093675583;0.808206953563122
Renewables - 100 GWh storage;9646576.22309503;537520.228119359;-336473.851033479;901289.105409981;201046.37708588;141.827172182614;-1.40118475309487
Renewables - 100 GWh storage;11176257.9337248;914512.845251016;-67474.7978703861;1788994.75251633;847038.047380629;150.029260528671;-1.09013812691577
Renewables - 100 GWh storage;8884781.77229463;330115.75303599;-550057.607081347;483980.697961671;-219941.854045357;120.425349005952;-1.01413907620683
Renewables - 100 GWh storage;9864766.35559881;535165.520651698;-546494.561458455;1053162.90149183;-11329.0408067576;205.773940535496;-0.500604199190164
Renewables - 100 GWh storage;8665893.54918399;367433.676570773;-980615.491255149;446892.000757533;-613181.814684377;139.50755169059;-1.28141556132409
Renewables - 100 GWh storage;8624936.00611089;273633.171795807;-616440.20874292;223089.371876682;-342807.036947112;153.186559606098;-0.765685977367156
Renewables - 100 GWh storage;9812066.22814151;587228.56403188;-610472.009457771;1190034.56703127;-23243.4454258903;177.175622866349;-1.62552997065442
Renewables - 100 GWh storage;10600550.2539168;778925.04449958;-207082.619982852;1408404.91371187;571842.424516729;215.424446259405;-0.346463434896052
Renewables - 100 GWh storage;8640018.51546297;271002.920761685;-846400.167772188;295360.324395402;-575397.247010503;136.351125361866;-0.576404535558915
Renewables - 100 GWh storage;8886418.89456083;343439.466881154;-600709.571583485;489877.334122743;-257270.10470233;171.596290268695;-2.55335906249411
Renewables - 100 GWh storage;9011734.66997567;336051.875293953;-454504.499739473;529527.336520806;-118452.62444552;149.38447737763;-2.69184328907528
Renewables - 100 GWh storage;10789905.1753948;846450.61456426;-44973.5963692095;1569153.7122795;801477.01819505;205.855234337807;-0.234043153316705
Renewables - 100 GWh storage;9929235.26947513;638274.054561434;-630149.183744399;1300188.93093483;8124.87081703582;152.458177483581;0.262308815927454
Renewables - 100 GWh storage;10092990.3666195;601218.308848152;-186874.187171661;1013453.15523316;414344.121676491;147.714506586257;-0.361524775508698
Renewables - 100 GWh storage;9880651.08999003;547703.867142732;-293695.662487063;849114.630551675;254008.20465567;99.4903588462745;0.604513301309837
Renewables - 100 GWh storage;10583589.9405083;704805.36963947;-103927.748264668;1365371.83724598;600877.621374802;136.37116614836;-1.95812996732401
Renewables - 100 GWh storage;10357474.3827465;670504.826528203;-269576.023658439;1060987.51170869;400928.802869765;230.47243335485;-1.93281628444609
Renewables - 100 GWh storage;11170757.5531919;849675.7851599;-80918.1842605271;1637383.79468604;768757.600899373;131.035731262743;-1.27984021590802
Renewables - 100 GWh storage;10792329.4092627;762581.794548887;-69663.3890025173;1328267.98276607;692918.405546369;215.805840267185;-0.994772866424618
Renewables - 100 GWh storage;8495418.38947237;259798.481972751;-728737.959086454;354952.889393966;-468939.477113703;214.885527429295;-0.958310260887266
Renewables - 100 GWh storage;8527411.48466246;277719.266546576;-862287.375894401;369817.11659947;-584568.109347826;155.3079415271;0.11266091728551
Renewables - 100 GWh storage;8859346.09450936;334380.222287342;-832265.359880372;553166.985558847;-497885.137593031;171.133414354267;-0.873325943824369
Renewables - 100 GWh storage;9228306.34182583;404048.018444392;-588823.423803554;551117.929497873;-184775.405359162;159.862728861379;0.555937304642818
Renewables - 100 GWh storage;8850076.25728274;298959.320744275;-504897.736620043;409451.358779313;-205938.415875768;135.865115655593;-3.20583825069798
Renewables - 100 GWh storage;8497583.97113697;248802.370503581;-530958.307329998;235976.217738228;-282155.936826417;161.924018418526;-1.62725840742965
Renewables - 100 GWh storage;9702074.75280224;551675.946924221;-240905.362788846;947042.38215391;310770.584135375;185.146314867311;0.77240000265946
Renewables - 100 GWh storage;10521084.81178;780685.143588639;-293947.449348045;1367594.96008147;486737.694240595;121.728625049446;-1.14058194661104
Renewables - 100 GWh storage;9213109.04841672;355320.900891021;-499663.640894735;404446.194793877;-144342.740003714;155.886125766534;-1.51651520595935
Renewables - 100 GWh storage;8922481.01271461;312212.31413292;-654786.107652222;317740.714537295;-342573.793519303;176.144250117006;-2.06107403818766
Renewables - 100 GWh storage;9409122.16583923;472615.610650639;-486499.126299571;817540.499248866;-13883.5156489317;190.265701616208;0.623288432274407
Renewables - 100 GWh storage;9544739.62744726;518912.089542481;-234323.54942764;735456.023056536;284588.540114841;163.519065352188;-0.814118165036255
Renewables - 100 GWh storage;8556896.08253316;404888.167274029;-1297011.13878897;834346.082911394;-892122.971514938;164.633563811787;-1.59634438955342
Renewables - 100 GWh storage;8879025.91417453;291098.27823382;-494529.575594815;325201.704245425;-203431.297360995;149.807914060192;-1.790571349602
Renewables - 100 GWh storage;9963088.67343866;515132.642837932;-324670.311931658;646089.768628339;190462.330906274;276.123705461379;-1.35163722806014
Renewables - 100 GWh storage;9178866.96311189;401544.306266245;-442734.369504154;617174.010202546;-41190.0632379094;142.106714477056;-2.4996068306031
Renewables - 100 GWh storage;10821326.1737888;879101.026222755;-158533.725745301;1591179.97050525;720567.300477454;152.830570480683;0.148003863787444
Renewables - 100 GWh storage;9184389.92049972;400734.355019141;-555996.159334452;606335.496673225;-155261.80431531;166.377491813829;0.068271435114355
Renewables - 100 GWh storage;9004609.57908821;302188.832849662;-578676.399235424;356424.646379407;-276487.566385762;147.374439428286;-0.447212295808974
Renewables - 100 GWh storage;9333308.43916876;395006.891866614;-653540.399420847;524615.003525572;-258533.507554232;174.176653964946;-2.34760291942059
Renewables - 100 GWh storage;8011574.97354043;196118.859870399;-1100063.92335355;180942.426656422;-903945.063483151;163.443987325101;-0.504095212579792
Renewables - 100 GWh storage;9119321.11788533;318728.912382279;-530845.075251558;395987.915603088;-212116.162869279;152.943759328485;-0.190583323013847
Renewables - 100 GWh storage;9872303.00953458;591829.202996607;-112766.124971149;918230.370917199;479063.078025458;123.239022131529;-3.22713777141399
