;Storage energy;Storage power;Wind capacity;Total production;Total surplus;Total shortage;Total unused;Net surplus
122;20691.3808111479;278.255940220713;3800;9491269.358160244;878671.2019496755;-1161329.996371873;1373783.4709265814;-282658.79442219634
123;20691.3808111479;464.158883361278;3800;9488742.288542371;776083.8360693526;-1016207.117330108;1286679.7296191966;-240123.28126075605
124;20691.3808111479;774.263682681127;3800;9489004.348982293;686265.2333167221;-929143.8703131749;1266456.551799236;-242878.63699645372
125;20691.3808111479;1291.54966501488;3800;9474422.065257493;638788.1316888612;-921564.1771624741;1291391.9061775794;-282776.0454736125
126;20691.3808111479;2154.43469003188;3800;9488441.941387173;634984.1258008566;-921707.3719918459;1307943.556030123;-286723.24619098706
127;20691.3808111479;3593.8136638046294;3800;9501073.054480597;636878.2559781815;-916603.0847395387;1310490.7578185836;-279724.8287613582
128;20691.3808111479;5994.84250318941;3800;9500089.522094151;636513.6562751367;-912862.947969747;1311850.2814141756;-276349.2916946096
129;20691.3808111479;10000.0;3800;9446695.599184308;624449.2295010983;-933218.6307367323;1274985.1482283026;-308769.4012356317
130;33598.1828628378;100.0;3800;9497593.363991555;1031570.5058882663;-1459327.2293466274;1601561.287138391;-427756.7234583583
131;33598.1828628378;166.810053720006;3800;9488688.421278436;959977.1824403291;-1297584.2825837117;1462246.9882856384;-337607.1001433886
132;33598.1828628378;278.255940220713;3800;9459253.418605126;855161.9396242247;-1109087.2397875197;1294354.8263152824;-253925.30016329634
133;33598.1828628378;464.158883361278;3800;9472669.819651838;734388.2524559413;-906663.6190571187;1165760.3721295747;-172275.36660117513
134;33598.1828628378;774.263682681127;3800;9475566.926338306;620373.1881825201;-778744.4435091931;1105073.809155735;-158371.25532667304
135;33598.1828628378;1291.54966501488;3800;9482726.368047878;565400.165070929;-747232.9772383003;1137041.8995572918;-181832.8121673702
136;33598.1828628378;2154.43469003188;3800;9453190.244397482;546839.4471694016;-757230.0796915424;1131680.7027260559;-210390.63252214063
137;33598.1828628378;3593.8136638046294;3800;9479561.591718426;550911.1048136532;-748674.0199820313;1145798.9029726735;-197762.91516837873
138;33598.1828628378;5994.84250318941;3800;9471550.30860132;549381.6259839232;-747149.7039032227;1142485.2009228445;-197768.07791930117
139;33598.1828628378;10000.0;3800;9446543.302627638;545610.3598299624;-761063.3900426088;1131781.1676820829;-215453.030212646
140;54555.947811685095;100.0;3800;9472122.952337608;1024185.6467048394;-1461147.561077188;1577297.353013338;-436961.9143723517
141;54555.947811685095;166.810053720006;3800;9497977.108938947;953544.7534332357;-1281538.37952362;1434036.9232056427;-327993.62609038356
142;54555.947811685095;278.255940220713;3800;9505548.682287352;848644.9048904455;-1052545.1059448158;1261354.821825456;-203900.2010543712
143;54555.947811685095;464.158883361278;3800;9472172.30109589;701945.4685195421;-821035.6116271575;1069620.9554196943;-119090.14310761428
144;54555.947811685095;774.263682681127;3800;9472978.518257596;564732.3952226426;-642100.0938048831;967914.5969251457;-77367.69858224038
145;54555.947811685095;1291.54966501488;3800;9435207.951736085;482726.70364846796;-603466.316664495;963496.164621546;-120739.61301602631
146;54555.947811685095;2154.43469003188;3800;9497757.211476611;479020.2612349578;-573830.7007142786;999969.8769057823;-94810.43947932062
147;54555.947811685095;3593.8136638046294;3800;9501400.669399187;479527.1766640607;-589912.0422279902;1005762.9419670978;-110384.86556392927
148;54555.947811685095;5994.84250318941;3800;9478136.396601833;475444.94410289044;-582729.1098742086;997352.8943453011;-107284.16577131656
149;54555.947811685095;10000.0;3800;9461016.926107198;471180.35384185653;-594396.0075733722;985940.7717353022;-123215.6537315171
150;88586.6790410083;100.0;3800;9445323.202804001;1015256.558089243;-1467064.1387625334;1545847.023667515;-451807.5806732901
151;88586.6790410083;166.810053720006;3800;9489630.932795208;946498.7332082061;-1281884.5730680034;1416247.9396138838;-335385.8398597941
152;88586.6790410083;278.255940220713;3800;9485912.78889903;830606.6765350878;-1034285.4495135851;1199153.8254225126;-203678.77297849668
153;88586.6790410083;464.158883361278;3800;9419741.55397735;665162.9442353796;-775778.5401058501;959634.1619081708;-110615.59587047095
154;88586.6790410083;774.263682681127;3800;9470824.242136199;516267.7296710004;-530891.7579328583;843322.7391887165;-14624.028261857238
155;88586.6790410083;1291.54966501488;3800;9473827.747049585;425172.42714618676;-455236.77301267674;834601.1155578479;-30064.34586649004
156;88586.6790410083;2154.43469003188;3800;9493171.598859472;408415.66302795353;-441048.48371777433;857962.6112325719;-32632.8206898211
157;88586.6790410083;3593.8136638046294;3800;9476627.970336277;405265.2667443648;-453356.2932754303;854303.394730596;-48091.02653106532
158;88586.6790410083;5994.84250318941;3800;9498044.021500165;410026.26548007794;-448236.52728307346;868613.455138137;-38210.261802996116
159;88586.6790410083;10000.0;3800;9494068.811046422;408113.17440942297;-444148.69701061054;861056.4473000376;-36035.522601188
160;143844.98882876599;100.0;3800;9482194.78076265;1019992.9754530889;-1452510.401265832;1553429.5615040765;-432517.4258127433
161;143844.98882876599;166.810053720006;3800;9487603.188544616;940053.5784907162;-1272786.8936079352;1377814.7922309474;-332733.31511722086
162;143844.98882876599;278.255940220713;3800;9500616.887270693;823346.0679678295;-1022481.2286693841;1172460.99731017;-199135.16070155313
163;143844.98882876599;464.158883361278;3800;9455099.378280172;650257.0895796248;-734740.9056596443;912450.2677553016;-84483.81608001655
164;143844.98882876599;774.263682681127;3800;9452909.314579083;474092.61020371516;-464921.6413320679;740517.5156382199;9170.96887164665
165;143844.98882876599;1291.54966501488;3800;9503964.842680449;379267.6951844378;-357153.6163095835;740769.199104195;22114.078874854178
166;143844.98882876599;2154.43469003188;3800;9498115.859645858;350991.5789182329;-344617.8399141131;742976.8494489242;6373.739004119743
167;143844.98882876599;3593.8136638046294;3800;9473575.815990975;346051.34480394993;-358857.29300075624;737127.9892406276;-12805.948196806785
168;143844.98882876599;5994.84250318941;3800;9489382.958590502;351483.23329444695;-350381.4380117372;749183.4996029354;1101.7952827093447
169;143844.98882876599;10000.0;3800;9447690.296394859;340108.38870793965;-364496.0005788548;725207.8272265821;-24387.611870914476
170;233572.146909012;100.0;3800;9491375.564182207;1019799.688353189;-1449289.3982825277;1543999.3378915011;-429489.7099293365
171;233572.146909012;166.810053720006;3800;9468941.66792381;932611.1161310863;-1280470.6336242426;1351398.2431465334;-347859.5174931552
172;233572.146909012;278.255940220713;3800;9474588.390980255;807783.8413044018;-1024244.2786353881;1115250.9142613339;-216460.43733098215
173;233572.146909012;464.158883361278;3800;9470560.393811436;632081.4539302478;-712705.7319778546;856091.9190065091;-80624.2780476073
174;233572.146909012;774.263682681127;3800;9447877.323285995;433835.1851592395;-419689.3833437783;640014.4040229472;14145.801815461538
175;233572.146909012;1291.54966501488;3800;9503731.388986852;329305.1185040995;-301507.678864301;638883.1061920144;27797.439639798773
176;233572.146909012;2154.43469003188;3800;9518526.15122025;306833.25716908614;-288604.932044452;659674.0966906936;18228.325124634037
177;233572.146909012;3593.8136638046294;3800;9507529.884812526;300774.0409654265;-285708.39300753816;649238.7909260921;15065.647957889072
178;233572.146909012;5994.84250318941;3800;9453970.366402006;289828.23007725325;-300155.3560026306;622184.6087392735;-10327.125925378243
179;233572.146909012;10000.0;3800;9469156.467064802;291182.639107825;-299030.84991450654;627747.5352619058;-7848.210806681296
180;379269.019073225;100.0;3800;9478649.348720951;1017940.0028501312;-1456157.985312419;1542041.245549861;-438217.9824622929
181;379269.019073225;166.810053720006;3800;9479309.290601015;931795.0696781751;-1278750.4759268775;1349503.1444025422;-346955.4062487039
182;379269.019073225;278.255940220713;3800;9484373.224834217;799863.1342779596;-1023693.0894509789;1081438.5076582048;-223829.95517302008
183;379269.019073225;464.158883361278;3800;9466335.798108364;611210.4109865348;-704929.4345240025;779732.4905791411;-93719.02353746751
184;379269.019073225;774.263682681127;3800;9530165.605710749;415169.6131094856;-375822.95991094306;578487.0279008541;39346.65319854175
185;379269.019073225;1291.54966501488;3800;9447352.613829535;264175.01185730373;-279891.28176667687;492975.6570703156;-15716.269909373492
186;379269.019073225;2154.43469003188;3800;9475634.100923793;237614.53793876868;-263804.0438891508;518680.20149053773;-26189.505950382278
187;379269.019073225;3593.8136638046294;3800;9491950.097869636;239369.90731573096;-261855.07459634464;529531.6945442543;-22485.167280614314
188;379269.019073225;5994.84250318941;3800;9483002.247512827;244161.44707699498;-273575.80531513656;538625.8867897807;-29414.35823814128
189;379269.019073225;10000.0;3800;9493222.684581324;241532.087886679;-268242.2016105591;530816.9427354222;-26710.113723879982
190;615848.211066025;100.0;3800;9484647.465169271;1018571.3990004805;-1451923.554419713;1543375.785480364;-433352.155419231
191;615848.211066025;166.810053720006;3800;9479951.737250712;933000.5523538988;-1277917.888204042;1350871.768691732;-344917.33585014445
192;615848.211066025;278.255940220713;3800;9458279.621541351;792198.907376262;-1032947.2221243305;1052606.6853605113;-240748.31474806985
193;615848.211066025;464.158883361278;3800;9511718.601678772;601590.9259975792;-685519.0201835777;735751.8759251764;-83928.09418599858
194;615848.211066025;774.263682681127;3800;9480801.517011885;369822.5883660373;-396731.3085660074;459646.2993675777;-26908.720199971372
195;615848.211066025;1291.54966501488;3800;9440874.348451918;205409.3925523397;-278006.3332603905;358986.98549428856;-72596.94070805151
196;615848.211066025;2154.43469003188;3800;9466291.933080617;173113.10963945964;-262216.5930245086;385235.2779343886;-89103.48338504895
197;615848.211066025;3593.8136638046294;3800;9477571.96898654;171307.85433632656;-258948.14494507326;381879.9411677326;-87640.290608747
198;615848.211066025;5994.84250318941;3800;9464661.816555128;172618.31199460884;-269774.77544776147;387763.1315188731;-97156.46345315209
199;615848.211066025;10000.0;3800;9486580.627206683;175895.3311991326;-265564.41953118274;398091.734214139;-89669.08833205063
200;1000000.0;100.0;3800;9485040.89987068;1019465.0562666046;-1450609.5597869998;1543984.9253582985;-431144.5035203993
201;1000000.0;166.810053720006;3800;9440991.187786402;925747.8209463324;-1291890.1209886346;1328906.3907192987;-366142.3000423007
202;1000000.0;278.255940220713;3800;9509213.971706437;799161.3522374178;-1019155.8474757643;1069134.8762097908;-219994.49523834657
203;1000000.0;464.158883361278;3800;9485749.463385941;589458.1731558893;-705960.1062895892;698464.9922290483;-116501.93313369942
204;1000000.0;774.263682681127;3800;9485379.986986954;338566.16036480875;-390624.84191418294;365792.11403756985;-52058.681549373214
205;1000000.0;1291.54966501488;3800;9486730.914892217;152960.3239798261;-271945.3905159091;229870.68633945566;-118985.06653608289
206;1000000.0;2154.43469003188;3800;9443456.984156784;93250.97769794447;-263140.1696508316;204215.1236304789;-169889.19195288693
207;1000000.0;3593.8136638046294;3800;9470757.809318539;99148.80243291505;-267571.80809162953;223960.6888162731;-168423.00565871404
208;1000000.0;5994.84250318941;3800;9495847.696676373;101847.53909196773;-257764.269007246;228295.51095609934;-155916.72991527792
209;1000000.0;10000.0;3800;9433451.304733345;91085.98418356887;-264428.31987442664;203720.786297179;-173342.33569085787
