Ajatempel (UTC);Kuupäev (Eesti aeg);Tarbimine;Tootmine;Planeeritud tarbimine;Planeeritud tootmine;NPS Eesti;NPS Soome;NPS Leedu;NPS Läti
1577970000;02.01.2020 15:00;1130.5;446;1418.6;622.6;30.18;30.18;30.18;30.18
1577973600;02.01.2020 16:00;1165.1;458.6;1414.7;626.4;30.96;30.96;30.96;30.96
1577977200;02.01.2020 17:00;1142.3;472.4;1376.2;631;31.2;31.2;31.2;31.2
1577980800;02.01.2020 18:00;1116.6;460.8;1335;636.8;30.98;30.98;30.98;30.98
1577984400;02.01.2020 19:00;1079.5;450;1305.6;646.1;30.35;30.35;30.35;30.35
1577988000;02.01.2020 20:00;1046.4;447.2;1258.3;653.5;29.27;29.27;29.27;29.27
1577991600;02.01.2020 21:00;995.7;443.3;1223;658.9;28.17;28.17;28.17;28.17
1577995200;02.01.2020 22:00;927.8;462.9;1178.3;663.3;28.02;28.02;28.02;28.02
1577998800;02.01.2020 23:00;867;461.2;1110.7;665.5;27.69;27.69;27.69;27.69
1578002400;03.01.2020 00:00;808.5;470.3;1051.8;667.9;24.39;24.39;24.39;24.39
1578006000;03.01.2020 01:00;781.4;485.3;866.2;527;18.93;18.93;18.93;18.93
1578009600;03.01.2020 02:00;770;495.4;845.5;526.9;9.98;9.98;9.98;9.98
1578013200;03.01.2020 03:00;757.3;482.8;845.3;530.3;1.53;1.53;1.53;1.53
1578016800;03.01.2020 04:00;754.6;446.9;893.1;535.8;0.14;0.14;0.14;0.14
1578020400;03.01.2020 05:00;782.6;462.4;926.2;544.7;0.85;0.85;0.85;0.85
1578024000;03.01.2020 06:00;857.8;460.8;1038.7;549.6;9.92;9.92;9.92;9.92
1578027600;03.01.2020 07:00;969.4;471;1169.1;558.2;30.01;24.48;30.01;30.01
1578031200;03.01.2020 08:00;1063.7;474.4;1256.9;568.1;38.89;26.68;38.89;38.89
1578034800;03.01.2020 09:00;1108.7;484.8;1245.6;575.4;28.12;28.12;28.12;28.12
1578038400;03.01.2020 10:00;1121.6;500.2;1263;582.5;28.58;28.58;28.58;28.58
1578042000;03.01.2020 11:00;1131;504.8;1260.5;582.2;30.04;28.16;30.04;30.04
1578045600;03.01.2020 12:00;1130.6;493.4;1282;578.7;30.02;28.78;30.02;30.02
1578049200;03.01.2020 13:00;1143.7;487.6;1266.3;576;30.03;28.31;30.03;30.03
1578052800;03.01.2020 14:00;1142.7;496.9;1287.5;572.5;30.02;28.44;30.02;30.02
1578056400;03.01.2020 15:00;1158.1;504.7;1321.8;575.9;28.96;28.96;28.96;28.96
1578060000;03.01.2020 16:00;1177.5;503;1343;577;29.86;29.86;29.86;29.86
1578063600;03.01.2020 17:00;1165;496.2;1299.2;571.1;30.15;30.15;30.15;30.15
1578067200;03.01.2020 18:00;1125.4;494;1264.5;559.1;30.07;30.07;30.07;30.07
1578070800;03.01.2020 19:00;1085.1;487;1212;544.7;29.54;29.54;29.54;29.54
1578074400;03.01.2020 20:00;1052.5;489;1165.7;527.5;29.11;29.11;29.11;29.11
1578078000;03.01.2020 21:00;999.6;465.4;1104.6;506.2;36.76;27.91;36.76;36.76
1578081600;03.01.2020 22:00;939.2;441.6;1047.7;486.9;27.03;27.03;27.03;27.03
1578085200;03.01.2020 23:00;888.7;433.8;1005.2;475.2;25.7;25.7;25.7;25.7
1578088800;04.01.2020 00:00;845.2;433.3;946.8;462.2;22.04;22.04;22.04;22.04
1578092400;04.01.2020 01:00;796.2;431.9;917.8;477.9;21.73;21.73;21.73;21.73
1578096000;04.01.2020 02:00;780;481.2;885.9;481.5;15.95;15.95;15.95;15.95
1578099600;04.01.2020 03:00;776.5;503.5;868.7;499;16.23;16.23;16.23;16.23
1578103200;04.01.2020 04:00;777.8;492.4;890;509.2;20;6.45;20;20
1578106800;04.01.2020 05:00;784.3;467.7;893.9;513;4.04;3.83;4.04;4.04
1578110400;04.01.2020 06:00;805.2;454.8;950.8;514.7;4.03;4.03;4.03;4.03
1578114000;04.01.2020 07:00;859.6;455.6;1002.4;513.7;4.04;4.04;4.04;4.04
1578117600;04.01.2020 08:00;927.9;460;1051.6;508.7;19.07;19.07;19.07;19.07
1578121200;04.01.2020 09:00;967.9;446.6;1068.4;515.5;17.49;17.49;17.49;17.49
1578124800;04.01.2020 10:00;1008.2;460.8;1104.6;524.2;24.18;24.18;24.18;24.18
1578128400;04.01.2020 11:00;1030.1;460.1;1143.9;525.8;24.94;24.94;24.94;24.94
1578132000;04.01.2020 12:00;1015.9;467.1;1168.8;532.6;25.11;25.11;25.11;25.11
1578135600;04.01.2020 13:00;1015.1;481.7;1170.1;529.6;24.94;24.94;24.94;24.94
1578139200;04.01.2020 14:00;1028.7;504.1;1147.3;529.2;29.8;24.95;29.8;29.8
1578142800;04.01.2020 15:00;1054.6;508;1185.2;528.8;25.25;25.25;25.25;25.25
1578146400;04.01.2020 16:00;1106.3;571.1;1192.7;524.3;43.14;26.33;43.14;43.14
1578150000;04.01.2020 17:00;1115.5;578.8;1203.7;518.3;41.1;27.36;41.1;41.1
1578153600;04.01.2020 18:00;1096.6;529.9;1200.8;513.5;38;28.88;38;38
1578157200;04.01.2020 19:00;1073.2;486.3;1193.6;514.7;37.96;29.58;37.96;37.96
1578160800;04.01.2020 20:00;1042.5;500.9;1132.1;519;29.85;29.42;29.85;29.85
1578164400;04.01.2020 21:00;1010.9;514.9;1121.3;523.8;27.71;27.71;27.71;27.71
1578168000;04.01.2020 22:00;944.7;506.8;1060.3;529.7;27.4;27.4;27.4;27.4
1578171600;04.01.2020 23:00;883.2;537;1004.6;533.9;27.37;27.37;27.37;27.37
1578175200;05.01.2020 00:00;835.7;529.2;946.7;539.8;25.77;25.77;25.77;25.77
1578178800;05.01.2020 01:00;804.2;523.8;912.4;546.9;26.65;26.65;26.65;26.65
1578182400;05.01.2020 02:00;785.6;524.9;886.3;549.1;27.13;27.13;27.13;27.13
1578186000;05.01.2020 03:00;771.4;494.1;882.3;553.1;27.11;27.11;27.11;27.11
1578189600;05.01.2020 04:00;768.3;505.3;891.1;552.1;27.42;27.42;27.42;27.42
1578193200;05.01.2020 05:00;781.2;502;909.4;551.8;28.06;28.06;28.06;28.06
1578196800;05.01.2020 06:00;814.5;480.6;935.4;545.8;28.85;28.85;28.85;28.85
1578200400;05.01.2020 07:00;855.1;493.3;971.5;534.1;29.26;29.26;29.26;29.26
1578204000;05.01.2020 08:00;913.3;509.6;1035.3;519.3;29.98;29.98;29.98;29.98
1578207600;05.01.2020 09:00;951.6;500.8;1103.5;501.1;31.06;31.06;31.06;31.06
1578211200;05.01.2020 10:00;1010.2;456.9;1126.2;479.7;31.18;31.18;31.18;31.18
1578214800;05.01.2020 11:00;1017.3;429.3;1150.9;451.7;31.6;31.6;31.6;31.6
1578218400;05.01.2020 12:00;1039.1;391;1147.9;418.5;37.14;31.55;37.14;37.14
1578222000;05.01.2020 13:00;1027.7;366.6;1153;385.8;37.71;31.22;37.71;37.71
1578225600;05.01.2020 14:00;1038.3;358;1158.1;360;37.81;30.93;37.81;37.81
1578229200;05.01.2020 15:00;1064.4;338.8;1250.2;413.9;37.73;30.67;37.73;37.73
1578232800;05.01.2020 16:00;1145.8;381.8;1285.2;472.4;37.69;30.79;37.69;37.69
1578236400;05.01.2020 17:00;1171.9;411.5;1319.3;469.5;39.83;31.16;39.83;39.83
1578240000;05.01.2020 18:00;1165.1;416.4;1272.9;474.9;40.07;31.53;40.07;40.07
1578243600;05.01.2020 19:00;1148.2;402.5;1241.1;419.9;40.05;31.1;40.05;40.05
1578247200;05.01.2020 20:00;1109.5;378.6;1222.3;368.6;42.33;30.42;42.33;42.33
1578250800;05.01.2020 21:00;1052.1;386.3;1176.7;398.5;36.77;29.87;36.77;36.77
1578254400;05.01.2020 22:00;981.2;424.8;1112.6;429.1;33.09;29.24;33.09;33.09
1578258000;05.01.2020 23:00;904.7;450.9;1036.7;460.3;28.16;28.16;28.16;28.16
1578261600;06.01.2020 00:00;869.2;462.6;948.3;488.1;26.68;26.68;26.68;26.68
1578265200;06.01.2020 01:00;843.6;452.1;910.5;504.6;26.42;26.42;26.42;26.42
1578268800;06.01.2020 02:00;829.7;468.6;867.5;511.5;26.5;26.5;26.5;26.5
1578272400;06.01.2020 03:00;834.5;506.8;861.5;510.3;27.01;27.01;27.01;27.01
1578276000;06.01.2020 04:00;840.1;478.6;919.9;485.9;27.06;27.06;27.06;27.06
1578279600;06.01.2020 05:00;878.5;426.4;968.5;453.5;27.03;27.03;27.03;27.03
1578283200;06.01.2020 06:00;991.6;387.2;1089.7;424.7;27.62;27.62;27.62;27.62
1578286800;06.01.2020 07:00;1130.4;384.1;1231.6;405.7;28.16;28.16;28.16;28.16
1578290400;06.01.2020 08:00;1244.3;374.4;1372.5;392.1;29.08;29.08;29.08;29.08
1578294000;06.01.2020 09:00;1265.8;360.4;1367.4;380.9;29.73;29.73;29.73;29.73
1578297600;06.01.2020 10:00;1266.7;356.7;1412.1;373.3;30.52;30.52;30.52;30.52
1578301200;06.01.2020 11:00;1253.4;340.6;1404.8;364.6;31.12;31.12;31.12;31.12
1578304800;06.01.2020 12:00;1235.3;343.3;1371.6;359.4;31.23;31.23;31.23;31.23
1578308400;06.01.2020 13:00;1251.2;342.4;1405.3;358.5;31.19;31.19;31.19;31.19
1578312000;06.01.2020 14:00;1225;324.5;1409.7;357.6;31.08;31.08;31.08;31.08
1578315600;06.01.2020 15:00;1235.9;297.2;1427.2;355.5;31.21;31.21;31.21;31.21
1578319200;06.01.2020 16:00;1265.4;304.2;1417.5;355.8;34.01;31.3;34.01;34.01
1578322800;06.01.2020 17:00;1254.3;304.8;1388.3;356;33.58;31.76;33.58;33.58
1578326400;06.01.2020 18:00;1231.1;316.4;1330.5;359.4;34.05;31.74;34.05;34.05
1578330000;06.01.2020 19:00;1191.8;320.9;1277.2;364.1;31.31;31.31;31.31;31.31
1578333600;06.01.2020 20:00;1153.6;367.5;1227.4;368.4;34.05;30.95;34.05;34.05
1578337200;06.01.2020 21:00;1098.5;386.2;1170.3;377.4;34;30.58;34;34
1578340800;06.01.2020 22:00;1019.8;391.4;1102.5;382.9;30.28;30.28;30.28;30.28
1578344400;06.01.2020 23:00;929.2;368;1043.5;385.7;29.46;29.46;29.46;29.46
1578348000;07.01.2020 00:00;869.3;370.1;948.2;386.5;28.19;28.19;28.19;28.19
1578351600;07.01.2020 01:00;832.8;365.2;911.8;394.5;27.16;27.16;27.16;27.16
1578355200;07.01.2020 02:00;812.7;359.6;867.1;391.3;27.08;27.08;27.08;27.08
1578358800;07.01.2020 03:00;805.6;367.8;910.2;395.2;27.02;27.02;27.02;27.02
1578362400;07.01.2020 04:00;815.7;375.9;909.5;401;26.98;26.98;26.98;26.98
1578366000;07.01.2020 05:00;845.1;381.1;949.8;402.3;27.18;27.18;27.18;27.18
1578369600;07.01.2020 06:00;970.3;372.9;1087.3;396.9;28.8;28.8;28.8;28.8
1578373200;07.01.2020 07:00;1122.9;384.1;1238.8;391.1;29.96;29.96;29.96;29.96
1578376800;07.01.2020 08:00;1246.3;467.3;1331.7;462.4;37.6;30.96;37.6;37.6
1578380400;07.01.2020 09:00;1257.5;499.5;1378.4;533.7;46.99;31.15;46.99;46.99
1578384000;07.01.2020 10:00;1249.4;487;1381.8;542.9;44.05;30.95;44.05;44.05
1578387600;07.01.2020 11:00;1244.3;492.5;1385.4;555.8;47.06;30.7;47.06;47.06
1578391200;07.01.2020 12:00;1231;453.8;1362.8;498.4;44.08;30.57;44.08;44.08
1578394800;07.01.2020 13:00;1251.5;399.3;1399.6;441.8;42.03;30.48;42.03;42.03
1578398400;07.01.2020 14:00;1244.4;444.9;1405.1;444.2;42.37;30.49;42.37;42.37
1578402000;07.01.2020 15:00;1255.2;408.8;1401.9;449.4;33.05;30.5;33.05;33.05
1578405600;07.01.2020 16:00;1270.8;419.9;1386.2;461.3;33.05;30.84;33.05;33.05
1578409200;07.01.2020 17:00;1252.8;440.7;1338.2;463.7;37;30.71;37;37
1578412800;07.01.2020 18:00;1223.3;456.1;1306.4;472.3;33.04;30.54;33.04;33.04
1578416400;07.01.2020 19:00;1188;448.4;1269.2;469.8;30.18;30.18;30.18;30.18
1578420000;07.01.2020 20:00;1152.7;445.6;1262.2;467.2;29.46;29.46;29.46;29.46
1578423600;07.01.2020 21:00;1094.1;464.4;1197.9;481.2;28.63;28.63;28.63;28.63
1578427200;07.01.2020 22:00;1008.4;468.7;1098.3;488.3;27.98;27.98;27.98;27.98
1578430800;07.01.2020 23:00;928.1;466.4;999.1;496.2;26.93;26.93;26.93;26.93
1578434400;08.01.2020 00:00;868.3;471.6;941.4;501.5;24.21;24.21;24.21;24.21
1578438000;08.01.2020 01:00;837.3;473.8;891.3;516.1;22.07;18.95;22.07;22.07
1578441600;08.01.2020 02:00;821.8;459.8;895.8;525.8;4.96;4.96;4.96;4.96
1578445200;08.01.2020 03:00;817.1;467.7;913.9;527.1;0.1;0.1;0.1;0.1
1578448800;08.01.2020 04:00;823;474.9;937.5;543;0.11;0.11;0.11;0.11
1578452400;08.01.2020 05:00;853;499;978.2;550.6;1.75;1.75;1.75;1.75
1578456000;08.01.2020 06:00;980;568.3;1058.9;556.9;22.03;20.74;22.03;22.03
1578459600;08.01.2020 07:00;1129.7;588.9;1159;564.9;25.57;25.57;25.57;25.57
1578463200;08.01.2020 08:00;1252.4;631.2;1303.8;569.1;26.99;26.99;26.99;26.99
1578466800;08.01.2020 09:00;1263.8;631.2;1284.7;571.5;27.34;27.34;27.34;27.34
1578470400;08.01.2020 10:00;1272.3;634.6;1219.1;569.8;27.24;27.24;27.24;27.24
1578474000;08.01.2020 11:00;1278.4;615.3;1216.3;568.9;27.25;27.25;27.25;27.25
1578477600;08.01.2020 12:00;1265.8;545.1;1290.3;570.2;27.27;27.27;27.27;27.27
1578481200;08.01.2020 13:00;1278.9;541.4;1306;569.7;27.29;27.29;27.29;27.29
1578484800;08.01.2020 14:00;1259.3;540.1;1315.5;566.2;27.38;27.38;27.38;27.38
1578488400;08.01.2020 15:00;1268.7;557.6;1314.3;568.1;27.65;27.65;27.65;27.65
1578492000;08.01.2020 16:00;1275.3;591.8;1313.6;565.6;28.44;28.44;28.44;28.44
1578495600;08.01.2020 17:00;1253.8;591.3;1314.9;560.4;28.88;28.88;28.88;28.88
1578499200;08.01.2020 18:00;1226.7;596.3;1249;554.7;34.05;29.02;34.05;34.05
1578502800;08.01.2020 19:00;1178.5;571.8;1175.9;547.2;46.71;28.95;46.71;46.71
1578506400;08.01.2020 20:00;1137.8;583;1115.6;542.4;36.12;28.72;36.12;36.12
1578510000;08.01.2020 21:00;1082.8;576.1;1077;535.9;29.03;27.33;29.03;29.03
1578513600;08.01.2020 22:00;1001.5;566.9;1023.5;525.8;27.06;27.06;27.06;27.06
1578517200;08.01.2020 23:00;913.4;554.4;908.5;513.1;26.27;26.27;26.27;26.27
1578520800;09.01.2020 00:00;855.4;543.5;859.3;502.5;24.29;24.29;24.29;24.29
1578524400;09.01.2020 01:00;818.8;554.8;1094.3;754.3;21.42;21.42;21.42;21.42
1578528000;09.01.2020 02:00;799.6;555.5;1045.4;752.5;20.56;20.56;20.56;20.56
1578531600;09.01.2020 03:00;796.2;578.6;998.3;753.8;19.98;19.98;19.98;19.98
1578535200;09.01.2020 04:00;806.5;602.2;990;752.1;21.08;21.08;21.08;21.08
1578538800;09.01.2020 05:00;826.3;574;1054;752.7;23.33;23.33;23.33;23.33
1578542400;09.01.2020 06:00;959.3;589;1152.8;744.4;26.24;26.24;26.24;26.24
1578546000;09.01.2020 07:00;1105.8;627.5;1269;739.3;36.17;26.6;36.17;36.17
1578549600;09.01.2020 08:00;1221.3;663.5;1366.1;799.7;45.74;27.7;45.74;45.74
1578553200;09.01.2020 09:00;1226;650.7;1451.8;871.5;46.76;28.25;46.76;46.76
1578556800;09.01.2020 10:00;1231.9;643;1436.7;865.1;44.59;28.31;44.59;44.59
1578560400;09.01.2020 11:00;1220.3;638.9;1363.1;779.3;42.56;28.4;42.56;42.56
1578564000;09.01.2020 12:00;1192.4;621.6;1397.8;766.5;39.04;28.37;39.04;39.04
1578567600;09.01.2020 13:00;1211.1;557.8;1444.1;749;36.17;28.29;36.17;36.17
1578571200;09.01.2020 14:00;1208.4;537.6;1456.6;730.5;32.64;28.37;32.64;32.64
1578574800;09.01.2020 15:00;1226.3;518.9;1461;717.5;31.43;30.9;31.43;31.43
1578578400;09.01.2020 16:00;1263.2;528.8;1479.3;711.4;31.1;31.1;31.1;31.1
1578582000;09.01.2020 17:00;1252.6;615.4;1364.5;698.1;44.74;32.59;44.74;44.74
1578585600;09.01.2020 18:00;1229.5;649.3;1320.1;686.6;42.85;42.85;42.85;42.85
1578589200;09.01.2020 19:00;1186.9;573.8;1260;607.4;40.72;40.72;40.72;40.72
1578592800;09.01.2020 20:00;1141.5;485.8;1232.7;508.7;28.33;28.33;28.33;28.33
1578596400;09.01.2020 21:00;1072;483.5;1179.7;502.2;27.64;27.64;27.64;27.64
1578600000;09.01.2020 22:00;989.6;462.7;1089;498.6;27.55;27.55;27.55;27.55
1578603600;09.01.2020 23:00;913.9;452.5;978.4;494.1;26.9;26.9;26.9;26.9
1578607200;10.01.2020 00:00;854.9;448.4;919.2;489.3;26.41;26.41;26.41;26.41
1578610800;10.01.2020 01:00;823.4;450.4;885.6;475.9;26.07;26.07;26.07;26.07
1578614400;10.01.2020 02:00;805.8;437.5;855.8;466.8;25.95;25.95;25.95;25.95
1578618000;10.01.2020 03:00;802.4;437;895.1;459.9;25.81;25.81;25.81;25.81
1578621600;10.01.2020 04:00;813.6;414.2;914.7;453.3;25.89;25.89;25.89;25.89
1578625200;10.01.2020 05:00;851.5;412.2;948.3;451.9;26.2;26.2;26.2;26.2
1578628800;10.01.2020 06:00;972.3;421.1;1056.9;450.2;27.46;27.46;27.46;27.46
1578632400;10.01.2020 07:00;1131.3;518.2;1148.2;522.3;42;42;42;42
1578636000;10.01.2020 08:00;1249.6;538;1273.5;591.6;44.56;44.56;44.56;44.56
1578639600;10.01.2020 09:00;1263.5;555.9;1298.4;593.2;47.4;47.4;47.4;47.4
1578643200;10.01.2020 10:00;1260.8;556.9;1303.6;595.7;43.78;43.78;43.78;43.78
1578646800;10.01.2020 11:00;1250;560;1282.7;596.3;39.04;39.04;39.04;39.04
1578650400;10.01.2020 12:00;1231.3;558.7;1279.1;597.3;36.14;36.14;36.14;36.14
1578654000;10.01.2020 13:00;1243;554.8;1310.6;598.3;44.89;37.72;44.89;44.89
1578657600;10.01.2020 14:00;1231.5;552.9;1297.7;598.5;45.98;39.01;45.98;45.98
1578661200;10.01.2020 15:00;1240;557.1;1325.8;602.7;43.79;43.78;43.79;43.79
1578664800;10.01.2020 16:00;1261.3;565.3;1358.4;607.8;45.98;45.98;45.98;45.98
1578668400;10.01.2020 17:00;1248.7;564.9;1342.1;611.6;45.6;45.6;45.6;45.6
1578672000;10.01.2020 18:00;1218.6;565;1306.5;616.4;44.54;44.54;44.54;44.54
1578675600;10.01.2020 19:00;1189.9;575;1257.5;619.9;46.72;46.72;46.72;46.72
1578679200;10.01.2020 20:00;1154.4;372.9;1275.7;553.2;30.01;30.01;30.01;30.01
1578682800;10.01.2020 21:00;1109.7;285;1210.9;481.1;27.6;27.6;27.6;27.6
1578686400;10.01.2020 22:00;1038.9;303.9;1132.9;482;27.05;27.05;27.05;27.05
1578690000;10.01.2020 23:00;971.5;410.6;1040.2;482.3;26.42;26.42;26.42;26.42
1578693600;11.01.2020 00:00;917.9;415.8;988.5;481.6;25.88;25.88;25.88;25.88
1578697200;11.01.2020 01:00;873.4;391.4;924.9;427.4;26.53;26.53;26.53;26.53
1578700800;11.01.2020 02:00;854;373.7;895.3;423.7;26.02;26.02;26.02;26.02
1578704400;11.01.2020 03:00;847;380.3;898.1;423.2;25.82;25.82;25.82;25.82
1578708000;11.01.2020 04:00;845.1;382.8;891.7;421.8;25.61;25.61;25.61;25.61
1578711600;11.01.2020 05:00;863.9;382.6;903.1;422.5;25.41;25.41;25.41;25.41
1578715200;11.01.2020 06:00;903.7;381.9;940.5;422.2;25.32;25.32;25.32;25.32
1578718800;11.01.2020 07:00;958.4;384.7;983.8;423.9;25.25;25.25;25.25;25.25
1578722400;11.01.2020 08:00;1030.7;429.5;1069.3;428.5;25.41;25.41;25.41;25.41
1578726000;11.01.2020 09:00;1072.1;425.2;1092.2;436.6;25.67;25.67;25.67;25.67
1578729600;11.01.2020 10:00;1104.8;438.4;1164.7;447.1;25.93;25.93;25.93;25.93
1578733200;11.01.2020 11:00;1104.4;453.7;1168;457.9;25.85;25.85;25.85;25.85
1578736800;11.01.2020 12:00;1092.1;469.3;1186.6;467.1;25.54;25.54;25.54;25.54
1578740400;11.01.2020 13:00;1088.4;486.7;1184.2;479.5;25.19;25.19;25.19;25.19
1578744000;11.01.2020 14:00;1085.5;496.1;1176.9;498;25.01;25.01;25.01;25.01
1578747600;11.01.2020 15:00;1092.4;520.9;1185.1;526.5;24.87;24.87;24.87;24.87
1578751200;11.01.2020 16:00;1141.8;542.8;1208.6;562.3;25.17;25.17;25.17;25.17
1578754800;11.01.2020 17:00;1149.3;594.9;1213.6;597.5;25.55;25.55;25.55;25.55
1578758400;11.01.2020 18:00;1119.5;620.4;1205.7;623.5;25.65;25.65;25.65;25.65
1578762000;11.01.2020 19:00;1097.4;631.8;1185;642.7;25.42;25.42;25.42;25.42
1578765600;11.01.2020 20:00;1057.4;643.3;1133.4;657.5;24.78;24.78;24.78;24.78
1578769200;11.01.2020 21:00;1012.5;646.9;1095.6;667.5;24.11;24.11;24.11;24.11
1578772800;11.01.2020 22:00;955.1;646.9;1028.1;674.7;23.16;23.16;23.16;23.16
1578776400;11.01.2020 23:00;902.6;647.1;972.7;678.6;21.33;21.33;21.33;21.33
1578780000;12.01.2020 00:00;854.8;649.1;926.6;679.6;19.31;19.31;19.31;19.31
1578783600;12.01.2020 01:00;815.8;648.3;853.9;677.1;20.11;20.11;20.11;20.11
1578787200;12.01.2020 02:00;790.7;646;849.2;675.1;19.37;19.37;19.37;19.37
1578790800;12.01.2020 03:00;787.6;647.5;848.1;676.5;18.36;18.36;18.36;18.36
1578794400;12.01.2020 04:00;789.7;648.6;855.8;675.4;18.34;18.34;18.34;18.34
1578798000;12.01.2020 05:00;799.7;645.1;872.5;675.9;18.16;18.16;18.16;18.16
1578801600;12.01.2020 06:00;826.7;642.2;906.1;674;18.66;18.66;18.66;18.66
1578805200;12.01.2020 07:00;865.1;642.4;950.3;670.7;17.39;17.39;17.39;17.39
1578808800;12.01.2020 08:00;919.8;639.5;1004.5;668;18.22;18.22;18.22;18.22
1578812400;12.01.2020 09:00;952.3;638.5;1048.9;665.4;22.1;22.1;22.1;22.1
1578816000;12.01.2020 10:00;986.9;633;1090.8;661.4;23.93;23.93;23.93;23.93
1578819600;12.01.2020 11:00;1005.9;626.6;1126.9;657.9;24.23;24.23;24.23;24.23
1578823200;12.01.2020 12:00;1013.3;620.7;1103;652.5;24.84;24.84;24.84;24.84
1578826800;12.01.2020 13:00;1027.9;611.4;1100.1;644.4;24.45;24.45;24.45;24.45
1578830400;12.01.2020 14:00;1009.6;604.6;1103.6;632.1;24.41;24.41;24.41;24.41
1578834000;12.01.2020 15:00;1019.1;591.9;1123.8;625.8;24.94;24.94;24.94;24.94
1578837600;12.01.2020 16:00;1079.3;577.5;1177.2;614.8;25.27;25.27;25.27;25.27
1578841200;12.01.2020 17:00;1100.9;579.5;1168.8;600.1;25.69;25.69;25.69;25.69
1578844800;12.01.2020 18:00;1093;570.5;1191.1;587;26.5;26.5;26.5;26.5
1578848400;12.01.2020 19:00;1072.2;575.6;1179.8;575;29.72;26.67;29.72;29.72
1578852000;12.01.2020 20:00;1041;589.3;1133.8;566.9;26.16;26.16;26.16;26.16
